Id,source,issue,ETD_sent,manual_ETD,y_ETD,PS_sent,manual_PS,y_PS
28595,typescript,"Hi, is it possible to declare lib dependencies in the file I have a project with mixed worker and dom modules, and I can't figure out a way to get propper typings ShawnTalbert: I found a solution, I justdeclare const self Worker;in the worker files,.",is it possible to declare lib dependencies in the file I have a project with mixed worker and dom modules,ETD_BE_POSSIBLE_TO,1,I can't figure out a way to get propper typings ShawnTalbert,"PS_NEG_AUX_VERB,",1
22983,gitter,"We would like to create a chat roomhttp://gitter.im/xyz/xyzfor our private organisation/repositoryhttp://github.com/xyz/xyzbut get the error messageThis address is not available.I am owner of the organisation and repository. Any advice?  [<-LINK->] Yes. Both Public and Private Repo Access. Resolved. - I am in multiple orginisations and access was granted only for some of them. Not that clear from the user interface, see above. Thanks for the support.",We would like to create a chat roomhttp,ETD_WOULD_LIKE,1,but get the error messageThis address is not available,"PS_VERB_ERROR,PS_NEG_AUX_ADV_ADJ,PS_ONLY,PS_NEG_VERB,",1
17927,docker,"i try to run a simple container with docker-compose withphp:7.1-apache. Unfortunatly when i connect tohttp://0.0.0.0:10003/, i get a 403 error. I notice my volume are /usr/local/apache2/htdocs:rw. Is there a way to solve this right issue? SISheogorath: thank you for the answer.  It was a misconfiguration with the volumes.",try to run a simple container with docker-compose withphp:,ETD_TRYING_TO,1,i get a 403 error.,"PS_VERB_ERROR,PS_NOTICE,",1
17098,deeplearning4j,"AlexDBlack: Hi Alex, is there any advice you could give on how to structure the codefor a denoising autoencoder? MultiLayerNetwork.fit(...) and DataSet are geared towards data / labels, and not data / noisy data. In TensorFlow it is possible to pass (Signal + Noise) and use Signal as a ground truth and optimized based on mean squared error or something similar.",In TensorFlow it is possible to pass (Signal + Noise) and use Signal as a ground truth and optimized based on mean squared error or something similar.,ETD_BE_POSSIBLE_TO,1,,,0
21908,ethereum,"im a new developer and im trying to develop a crypto based website but i don't seem to understand how to generate wallets for the different crypto or connect to the blockchain, could i please get some help or just a minor explanation on how to get started, thanks",im trying to develop a crypto based website,ETD_TRYING_TO,1,but i don't seem to understand how to generate wallets for the different crypto or connect to the blockchain,"PS_SEEMS_TO_NEG_VERB,PS_ETD_TRY,",1
25922,nodejs,What do you guys think would be the best way to (from scratch) have an easy to use blogging interface for users? They would enter info into a form and click a button to add to the blog. Is appending a container with all the content the best way to do it? What would be a better way to do it with Node JS (I'm not super familiar with Node JS).,What do you guys think would be the best way to (from scratch) have an easy to use blogging interface for users?,ETD_WOULD_BE,1,,,0
18033,docker,Anyone knows a good solution to use php-cli and keep the container running it alive? I���m trying to run a micro service (Lumen) by only using php-cli. But the problem is that my container exits by itself Probably because php-cli is not running a daemon,I���m trying to run a micro service (Lumen) by only using php-cli,ETD_TRYING_TO,1,But the problem is that my container exits by itself Probably because php-cli is not running a daemon,"PS_ONLY,PS_PROBLEM_IS,PS_NEG_AUX_VERB,PS_ERROR_OCCUR,",1
18921,docker,[<-CODE->]  [<-CODE->] everything seems work fine until I ran Wordpress configuration step 2. The error screen show me a message that I got a database connection error.https://screenshots.firefox.com/vG7rfJKnmwXhetrw/localhostIt seems my configuration of my mysql container was wrong. Anybody can help me? I'm very grateful. no one can help?,,,0,The error screen show me a message that I got a database connection error,"PS_ERROR_NOUN_PHRASE,PS_NEG_ADV_ADJ,PS_NO_NOUN,",1
23029,gitter,"unsure if it's asked before, but is it possible to unify my gitter account here? i signed in with twitter and github.. little did i know it would be separate i thought the email would be the unique identifier nobody answered my question about gitter :/",is it possible to unify my gitter account here?,ETD_BE_POSSIBLE_TO,1,,,0
21854,ethereum,"Hi all, is there a way to run Mist without having to download the entire chain? I just want to store some coins, not run a full node. KenoLeon: thanks! I thought I was clever using MetaMask, but after setting up a wallet with 12 words, adding 2 accounts, and putting coin into them, I found out when I restarted the browser that I had to re-create the wallet with the 12 words. One of the accounts had disappeared, the one with most coin. Not happy! [<-ISSUE->]","T1: is there a way to run Mist without having to download the entire chain? T2: I just want to store some coins, not run a full node.","ETD_IS_THERE_QUESTION,ETD_WANT_TO",1,"when I restarted the browser that I had to re-create the wallet with the 12 words. One of the accounts had disappeared, the one with most coin.","PS_NEG_AUX_VERB,PS_NEG_VERB,",1
29649,typescript,any idea how to get visual studio to build typescript files correctlythe tsc.exe build works with out error but visual studio throws a hissy  saying it can't find modules  [<-LINK->]  [<-CODE->] note i am also using webpack  [<-CODE->] another weird thing is visual studio shows everything as not installed under npm dependencies when using yarn,,,0,but visual studio throws a hissy  saying it can't find modules,"PS_PROBLEM_IS,PS_NEG_AUX_VERB,",1
16759,deeplearning4j,"I am trying to run the lstm example from the spark examples. I get ERROR ~ Sink class org.apache.spark.metrics.sink.MetricsServlet cannot be instantiatedat runtime though. Anyone got any pointers? A bit of searching suggested this might be a jackson version issue, but doesn't sound right in the context. Thanks. AlexDBlack: I've put a description and the full backtrace in [<-LINK->]",am trying to run the lstm example from the spark examples.,ETD_TRYING_TO,1,I get ERROR,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,",1
17845,docker,I assume the docker host has a volume to which I have to write the outcomes of a python script inside a docker container. This host volume has to be mounted on the docker container which runs the python script. But how can I get this path of this mounted host volume and put it as a ENV in the docker container? (so that the python script knows where to write its data to),T1: This host volume has to be mounted on the docker container which runs the python script T2: But how can I get this path of this mounted host volume and put it as a ENV in the docker container?,"ETD_HAVE_TO,ETD_CAN_QUESTION",1,,,0
12072,deeplearning4j,"Hi. I am exploring options for implementing NLP and what various capabilities are. I came across DL4J and while the website goes into detail explaining what systems it will not work with, it does not say what is does work with. Does DL4J plug into the Apache UIMA framework? I see it uses ClearTK, which does integrate into the Apache UIMA. Can I infer that DL4J can be configured to work with the Apache systems?",Can I infer that DL4J can be configured to work with the Apache systems?,ETD_CAN_QUESTION,1,"the website goes into detail explaining what systems it will not work with, it does not say what is does work with","PS_NEG_AUX_VERB,",1
18561,docker,guys I have a local registry that is running in swarm mode at the moment it is not on my local machine but on one of the vm's. how to access it? Is there a way to force a service to stay on one node in swarm mode? Also specifying 127.0.0.1:5000 doesn't really make sense if the service is replicated and need to access the image in local repository from VM. Can someone help with this? guys any idea how to setup EndPoint in dnsrr I get this errorport published with ingress mode can't be used with dnsrr modewhe try to deploy my stack.,Is there a way to force a service to stay on one node in swarm mode?,ETD_IS_THERE_QUESTION,1,I get this errorport published with ingress mode can't be used with dnsrr modewhe try to deploy my stack.,"PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,",1
6049,appium,"Hey guys, any ideas on why a test executes perfectly on a real android device but .waitForElementById and .elementById will fail every time when I run the same exact test on SauceLabs (Android Emulator)? I'm using node bindings and the latest versions of everything. ""Error response status: 7, , NoSuchElement - An element could not be located on the page using the given search parameters""",,,0," ""Error response status: 7, NoSuchElement - An element could not be located on the page using the given search parameters","PS_NEG_VERB,PS_NEG_AUX_VERB,",1
12188,deeplearning4j,"I'm struggling with Nd4j.sortWithIndices(lookup_table.getSyn0().norm2(0), 0, false);. The indices are all 0. I'm trying to get the index for the glossary I think I found a way. I iterate over the glossary, useindexOf(String word) to get the indices of my words, then usegetWordVector(String word) for the vectors for my words. I then build a map from these two.",I'm trying to get the index for the glossary,ETD_TRYING_TO,1,"I'm struggling with Nd4j.sortWithIndices(lookup_table.getSyn0().norm2(0), 0, false);. The indices are all 0",PS_STRUGGLING,1
18310,docker,what is the easiest way for me to get the informations of the running container from go code ? let's say I have an app running inside of a docker container that app wants to retrieve all the infos of the current container like the name of the running image the details about -volumes -env variables validate if the app is running inside of a docker container,let's say I have an app running inside of a docker container that app wants to retrieve all the infos of the current container like the name of the running image the details about -volumes -env variables validate if the app is running inside of a docker container,"ETD_WANT_TO,ETD_FOR_EXAMPLE",1,,,0
8830,deeplearning4j,Hey everyone.  I have a short question about the code example from the CNN tutorial ( [<-LINK->] ). I had a look at the mnistdatafetcher. If I understand correctly it's fetching the image as float[]. Is it correct that the image is represented by a feature vector instead of a feature matrix? How do square kernels work on that? I guess I missed something somewhere. I hope you can help.,,,0,,,0
30047,typescript,"Hey guys.  Any suggestions on a trivial way to do this?  It's telling mereq.headers.authorizationmay be  string or undefined, and I can't assign it to a string.  We already do a check and throw an error if req.headers.authorization is undefined, so it will ALWAYS be defined here. [<-CODE->]",,,0,I can't assign it to a string  We already do a check and throw an error if req.headers.authorization is undefined,"PS_NEG_AUX_VERB,PS_NEG_ADV_ADJ,PS_PROBLEM,PS_ERROR_OCCUR,",1
19042,docker,"Hey gang, I'm trying to spin up multiple instances of the same django web app on different ports (all with separate dbs) to simulate a gossip protocol. Is there a way I can run my services in 'host' network mode while having each service still construct it's own db?  [<-LINK->]",T1: I'm trying to spin up multiple instances of the same django web app on different ports T2: Is there a way I can run my services in 'host' network mode while having each service still construct it's own db?,"ETD_TRYING_TO,ETD_IS_THERE_QUESTION",1,,,0
17877,docker,"Hi all, I've got a question about production environments and upgrades of the docker-engine. I've been managing my docker-compose services using Systemd units however upon upgrade of the docker engine the system doesn't restart the containers. Is there any best practice to follow during the upgrade path?",,,0,the system doesn't restart the containers,"PS_NEG_AUX_VERB,",1
33475,typescript,"Does anyone know why these 2 ways of defining a function are different? [<-CODE->] I'm getting different type inference when calling something inside the function that is defined as a generic of boolean the return type is the same for both cases, they call the same function that takes only one parameter, the boolean one.",,,0,"I'm getting different type inference when calling something inside the function that is defined as a generic of boolean the return type is the same for both cases, they call the same function that takes only one parameter, the boolean one","PS_NEG_ADV_ADJ,PS_ONLY,",1
26920,nodejs,"[<-CODE->] When I checked the console, I found, [<-CODE->] but when running the vue separately, it works fine what may be the isssue? please help Also, after this issue, no page is not working even the page which was working fine reaching before this page.",,,0,"When I checked the console, I found, [<-CODE->]","PS_PROBLEM_IS,PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,PS_NO_NOUN,",1
15098,deeplearning4j,"Hi guys. I set batch size to 1 and have added an IterationListener that outputs message ""Iteration: $x done!"". I also added log entry in the next() method of my impl of DataSetIterator. What I get is weird though:2018-02-01 17:18:03,843 INFO  d.s.f.c.t.TCBIterator - Next was called with batchSize 12018-02-01 17:18:04,300 INFO  d.s.f.c.t.TCBClassificationTrainingJob - Iteration: 0 done!2018-02-01 17:18:05,189 INFO  d.s.f.c.t.TCBIterator - Next was called with batchSize 12018-02-01 17:18:05,216 INFO  d.s.f.c.t.TCBIterator - Next was called with batchSize 12018-02-01 17:18:05,241 INFO  d.s.f.c.t.TCBIterator - Next was called with batchSize 1.... I can't figure out how can it happen that next() method is called but the IterationListener is not invoked.",,,0,that outputs message,"PS_ERROR_NOUN_PHRASE,PS_NEG_ADV_ADJ,PS_NEG_AUX_VERB,",1
32642,typescript,"Hi guys, is there a way to lookup an instance of type, from a type of when using generators, like this? [<-CODE->] the message in the callback should be an instance of the type provided as the first argument (this way the message is expecting the constructor type, not the instance)","T1: is there a way to lookup an instance of type, from a type of when using generators, like this? T2: the message in the callback should be an instance of the type provided as the first argument (this way the message is expecting the constructor type, not the instance)","ETD_IS_THERE_QUESTION,ETD_SHOULD",1,,,0
6928,appium,Hi I am running appium desktop i have an android device it has some .apk. i want to automate the package how to connect appium server to that android device i have android device where .apk are already installed on it. how to set the desired capabilities Original error: Could not find a driver for platformName 'Andriod'. Please check your desired capabilities.,i want to automate the package,ETD_WANT_TO,1,Original error: Could not find a driver for platformName 'Andriod',"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,",1
30076,typescript,"When using VS Code, if the mouse cursor hovers over an item in code, a small window akin to an expanded tooltip pops up with information.  1) What is the official name for this feature?  2) Can the delay be configured?  It's annoying to have it pop up immediately and everywhere as I move the cursor around my code",,,0,,,0
13847,deeplearning4j,"I have some funny behavior here. I created DataSetIterator and normalized data with ImagePreProcessingScaler(-1,1) then I presaved data and retrieved them with something like ExistingMiniBatchDataSetIterator (Bit edited for sake of shuffling). Then I set same preprocessor there. And somehow it normalized all data between -1 and -0.9999.",,,0,,,0
16132,deeplearning4j,"Hi guys! I have an issue. after load a image dataset i'm trying to get a sample of this:dataSet.sample(10, true)but it throws me the next error:java.lang.IllegalStateException: Rank is 4 columns() call is not validHow can I fix it? Thank@treo, That is exactly what I will do",i'm trying to get a sample of this:,ETD_TRYING_TO,1,it throws me the next error:java,"PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_ETD_TRY,",1
28563,typescript,hello again guys I am looking for an asynchronous code typescript tutorial any ideas? I am looking for a typescript asynchronous code tutorial guys I am trying to use typescript with vue.js but I am getting an error Uncaught TypeError:WEBPACK_IMPORTED_MODULE_0_vueis not a constructor,I am trying to use typescript with vue.js,ETD_TRYING_TO,1,but I am getting an error Uncaught TypeError:WEBPACK_IMPORTED_MODULE_0_vueis,"PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_ETD_TRY,",1
19889,ethereum,"Hey, just wondering who I should contact for problems with BTC to ETH transactions in my Ethereum wallet? Basically, I ordered 0.1 Ethereum via Bitcoin in my Ethereum wallet (0.8.9) yesterday. Although the bitcoin transaction was confirmed several hours ago (and currently stands with 36 confirmations), I'm still seeing 0 Ethers in my account Crab29: Hey, do you have any idea what's happening?",,,0,I'm still seeing 0 Ethers in my account,"PS_PROBLEM,PS_VERB_NO,",1
16574,deeplearning4j,"hi all i try to use my DL4J model in a Play webapplication but... i've got an error : Caused by: java.lang.RuntimeException: java.lang.IllegalArgumentException: No enum constant org.nd4j.linalg.api.buffer.DataBuffer.AllocationMode.LONG_SHAPE here is my SBT val dl4jVersion = ""1.0.0-beta""libraryDependencies += ""org.deeplearning4j"" % ""deeplearning4j-core"" % dl4jVersionlibraryDependencies += ""org.deeplearning4j"" % ""deeplearning4j-nlp"" % dl4jVersion//libraryDependencies += ""org.nd4j"" % ""nd4j-api"" % dl4jVersion//libraryDependencies += ""org.nd4j"" % ""nd4j-native"" % dl4jVersionlibraryDependencies += ""org.nd4j"" % ""nd4j-native-platform"" % dl4jVersionlibraryDependencies += ""org.nd4j"" % ""nd4j-buffer"" % dl4jVersion i don't understand this error, in dev mode with eclipse, it works :-/ any idea ?",i try to use my DL4J model in a Play webapplication,ETD_TRYING_TO,1,i've got an error :,"PS_PROBLEM,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,PS_NO_NOUN,PS_ETD_TRY,",1
4736,angular,"I moved my api to be served over https, and now my angular calls all fail withXHR failed loading: OPTIONS, calls to the api with postman still work fine, do I need to do something on the browser side, or do I need something in my angular code to enable https calls? do I maybe need my own localhost certificate?",,,0,now my angular calls all fail withXHR failed loading:,"PS_NEG_VERB,PS_ERROR_NOUN_PHRASE,",1
8178,deeplearning4j,"hello, is anybody know how to dependency solve jcublas problem? (""org.deeplearning4j"" % ""deeplearning4j-core"" % ""0.4-rc3.8"")  ,(""org.deeplearning4j"" % ""deeplearning4j-nlp"" % ""0.4-rc3.8"") ,(""org.deeplearning4j"" % ""deeplearning4j-ui"" % ""0.4-rc3.8"")  ,  ""org.nd4j"" % ""nd4j-jcublas-7.5"" % ""0.4-rc3.8"", Nd4jBackend$NoAvailableBackendException I attached nd4j-jcublas-7.5 but dl4j could not find Backend",,,0,but dl4j could not find Backend,"PS_VERB_ERROR,PS_NEG_AUX_VERB,",1
12377,deeplearning4j,"raver119: when I pass LabelAwareIterator variable in builder, it shows the error ""The method iterate(DocumentIterator) in the type Word2Vec.Builder is not applicable for the arguments (LabelAwareIterator)"" Its not an error thrown during runtime, but a compilation error..",,,0," it shows the error  Its not an error thrown during runtime, but a compilation error..","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_ADV_ADJ,",1
9479,deeplearning4j,"CPU utilization drops from ~3700%  to ~ 600% when I upgrade nd4j.version to 0.5.0 from 0.4.0 and the time to complete epochs is different. The first epoch is faster, but subsequent ones seem slower but still experimenting...  What's up with the big change in CPU utilization, and should I try and figure out why I'm not using all cores on 0.5.0?",,,0,but subsequent ones seem slower but still experimenting,"PS_NEG_ADV_ADJ,PS_NEG_AUX_VERB,PS_BUT_RB,",1
28099,typescript,"ya - im going to find dev who sent me this tomorrow ;) ya now subObj is throwing errors Error:(40, 17) TS2322:Type 'number' is not assignable to type '{ [x: string]: number; }'. is there a way to bypass typing for this? this is dead simple in JS using for keys in",T1: im going to find dev who sent me this tomorrow ;) T2: is there a way to bypass typing for this?,"ETD_GOING_TO,ETD_IS_THERE_QUESTION",1,subObj is throwing errors Error,"PS_VERB_ERROR,PS_NEG_AUX_ADV_ADJ,PS_NEG_ADV_ADJ,",1
15800,deeplearning4j,"anyone familiar with the error ""Failed to allocate 878103121 bytes from DEVICE [0] memory"" despite setting cudnnAlgoMode(ConvolutionLayer.AlgoMode.NO_WORKSPACE)?  [<-LINK->] I'm assuming device [0] is GPU but it has 6GB and ~ 0 usage before running alright I have to stop it but here's everything  [<-LINK->]",,,0,"error ""Failed to allocate 878103121 bytes from DEVICE [0] memory"" ","PS_NEG_VERB,",1
33434,typescript,"So I caught that bizarre problem I'd been facing. The traps worked. [<-CODE->]  [<-CODE->] What's a little odd, that @ShanonJackson pointed out is, freeze doesn't normally throw when attempting to re-assign a property. When I try it in node, I don't get an error, however, when I try it on the playground it does",when attempting to re-assign a property.,ETD_ATTEMPT,1,"When I try it in node, I don't get an error, however, when I try it on the playground it does","PS_PROBLEM,PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,PS_VERB_ERROR,PS_ETD_TRY,",1
27012,nodejs,"I have a package.json with a main and a bin entry. I want to use it withnpxand execute the bin entry but the main entry is executed for the script. Is it normal? I want to do a CLI for node, I am using babel, i want to set the target engine to node > 8, is it possible only by settings in package.json   ""engines"" : { ""node"" : "">=8"" }"," I want to use it withnpxand execute the bin entry  I want to do a CLI for node, I am using babel, i want to set the target engine to node > 8",ETD_WANT_TO,1,but the main entry is executed for the script.,"PS_ETD_TRY,",1
8324,deeplearning4j,I've downloaded the BLAS libraries and I've set the path according to: [<-LINK->] but when I run the DL4j examples I got the warning that BLAS is not installed.  How can I activate BLAS ? if you train the network for a specific problem the DL4J will save the net parameters to work with them later ?,How can I activate BLAS ?,ETD_CAN_QUESTION,1,I got the warning that BLAS is not installed,"PS_NEG_AUX_VERB,PS_VERB_ERROR,",1
16748,deeplearning4j,"In 1.0.0-beta2 I can't get the ImageRecordReader with multi labels get working because of a Ecxeption in BaseImageRecordReader. I've got label counts from 1 to 5. Is the code there possibly causing problems because of different col numbers: [<-CODE->] If there is an alternative to apply ImageTransforms that would be good too, before I had own code to generate 1 channel INDArrays,  but now I need to add ImageTransforms.",I need to add ImageTransforms.,ETD_NEED_TO,1,because of a Ecxeption in BaseImageRecordReader,"PS_NEG_AUX_VERB,PS_PROBLEM,PS_ETD_TRY,",1
21530,ethereum,"I'm trying to setup a private network, So I init the genesis.json then I start my bootnode and I'am trying to connect to that one thorugh the network but It seems like I can't add my peer ? Like I add the peer but then I have an empty array when I type admin.peers (It worked some hours ago but I had to change some settings and it doesnt seems to work anymore, even if I revert the changes) well I guess after 4 hours I found out that I had to have a genesis.json on my node too.","I'm trying to setup a private network, I'am trying to connect to that one thorugh the network",ETD_TRYING_TO,1,but It seems like I can't add my peer,"PS_NEG_AUX_VERB,PS_ETD_TRY,PS_NEG_VERB,PS_NEG_ADV_ADJ,",1
17606,docker,"So, the question is remain, to use Docker Cloud do I need to move services listed in docker-compose.yml to docker-cloud.yml? if yes, what is the best practice for the job to save other developers time on install dependence services (eg: Postgree, Redis, etc) on development?",,,0,,,0
32444,typescript,"You know what would be neat? Compiling to TS to JS, and having the types preserved in the output in the form of JSDoc comments. Is this possible? It'd make inspecting library code (f.e. in VS Code) more pleasant, in cases when we're doing that. Sometimes I open up files innode_modulesto quickly test small changes. Maybe the.d.tsfiles would be enough, but those type only the external interfaces, not internal code like JSDoc can.",,,0," those type only the external interfaces, not internal code like JSDoc can.","PS_NEG_AUX_ADV_ADJ,PS_ONLY,",1
30252,typescript,"can someone help me with a higher order component? I can't seem to pass my props down. It seems like setState property is missing thanks! [<-CODE->] and then I would use it with a Dashboard component [<-CODE->] I added some <any>s cause I was unsure of myself, but it was more strongly typed before I went down the rabbit hole Additionally, I had tried [<-CODE->]",,,0,It seems like setState property is missing,"PS_SEEMS_TO_NEG_VERB,PS_NEG_VERB,PS_NEG_ADV_ADJ,PS_ETD_TRY,",1
16165,deeplearning4j,"I am working on a project where I want to evaluate if a brick is dropped in an industry 4.0 simulation ( [<-LINK->] ). Therefore I generated a dataset of around 25.000 images of cases, in which a brick was dropped. Then I generated an equal amount of images for the case that there is no error in the simulation. Now I want to train a CNN with my dataset. I set up everything according to the examples (EditAtBottleneckOthersFrozen.java) and added Multi-GPU compatibility. Everything works fine while training but when the model has finished Training, it outputs: Warning: 1 class was never predicted by the model and was excluded from average precisionClasses excluded from average precision: [0]My code is as follows: [<-LINK->] Is there something wrong with my Setup?",I want to evaluate if a brick is dropped in an industry 4.0 simulation  I want to train a CNN with my dataset,ETD_WANT_TO,1, it outputs: Warning: 1 class was never predicted by the model and was excluded from average precisionClasses excluded from average precision: [0],PS_ERROR_NOUN_PHRASE,1
16243,deeplearning4j,"Hello guys! I am learning with EarlyStopping using the parameter maxEpochsWithNoImprovement. Most of the cases the EarlyStopping stops the learning in the 5th epoch and the best epoch reported is 0, but I think it is not correct because I am checking the score in each epoch. Any idea?",I am learning with EarlyStopping using the parameter maxEpochsWithNoImprovement,ETD_LEARN,1,"Most of the cases the EarlyStopping stops the learning in the 5th epoch and the best epoch reported is 0, but I think it is not correct because I am checking the score in each epoch","PS_NEG_VERB,PS_NEG_AUX_ADV_ADJ,",1
30272,typescript,"Hi everyone, I'm trying Typescript over node.js and wonder if there is an equivalent of app-module-path/register for typescript? My non-relative imports are failing at runtime. Referring to documentation, I know it is expected Or could I just use app-module-path as I did in nodejs? for those who wonder why I won't use relative path for import: I'm using tslint-microsoft-contrib ( [<-LINK->] ) rules set with this no-relative-imports rule...","T1: I'm trying Typescript over node.js T2: Referring to documentation, I know it is expected Or could I just use app-module-path as I did in nodejs",ETD_TRYING_TO,1,My non-relative imports are failing at runtime,"PS_NEG_VERB,PS_NEG_AUX_VERB,",1
32509,typescript,"is there a way to convince TypeScript that a field on a parameter is not null when the method has a certain decorator? (in this case, the decorator adds the field to the parameter object) it seems decorators can't change the method type basically I have: [<-CODE->]  [<-CODE->]",is there a way to convince TypeScript that a field on a parameter is not null when the method has a certain decorator?,ETD_IS_THERE_QUESTION,1,it seems decorators can't change the method type basically I have,"PS_VERB_ERROR,PS_NEG_ADV_ADJ,PS_NEG_AUX_VERB,",1
20041,ethereum,can anyone tell me what channel to join for issues with deploying tokens? I was able to deploy one last week and it is in my transactions but tried twice on a new token since last night and they start deploying waiting for confirmation but just disappear from my transactions list and my ether is consumed. what channel would be best? did through the wallet with solidity embedded in the textbox but seems like something in the interface. i will try the parity channel - thank you,,,0,they start deploying waiting for confirmation but just disappear from my transactions list and my ether is consumed.,"PS_PROBLEM,PS_NEG_VERB,",1
17096,deeplearning4j,"I am trying to run the dl4j examples, from IntelliJ with native platform driver. This is on a machine without actual CUDA GPU.  Version information:Dl4j 0.9.1 \nplatform information Ubuntu 18\nCUDA version, if used - N/A How to resolve this error","I am trying to run the dl4j examples, from IntelliJ with native platform driver.",ETD_TRYING_TO,1,,,0
10332,deeplearning4j,"so far, the examples related to sequences deal with texts of natural languages (with known delimiters), whereas there are other kind of sequences like DNA sequences, protein sequences with no delimiters. Can you please recommend me the closest example to my issue, to start from.",,,0,,,0
33025,typescript,"Hi, I'm having a problem with following code [<-CODE->] But at the error line. mutable can be{ type : 'one', next : SomeType } If next has a type other thanSomeType, it will be OK. Also, if mutable.next is not assigned to variablemutable, it will also be OK",,,0,I'm having a problem with following code But at the error line. mutable can be,"PS_PROBLEM,PS_NEG_AUX_VERB,",1
7628,deeplearning4j,"here's my issue, which is driving my questions.  I'm getting signal data.  I can get a lot of unlabeled data, but only a small set of labeled data, so I'm looking at semi-supervised to improve the classification accuracy or regression, either would work",I'm looking at semi-supervised to improve the classification accuracy or regression,ETD_LOOKING_TO,1,"I'm getting signal data.  I can get a lot of unlabeled data, but only a small set of labeled data","PS_PROBLEM_IS,",1
30063,typescript,"Hi, I have been creating node npm pacakges for use by node apis, I wonder if its possible to create a package (npm) that is compatible in both client JS and Node JS - understanding that these use different module systems i.e. require vs import etc - The package would need to compile to es5 but this wouldn't solve the issue of allow it to be required from node or imported from client js any ideas?",T1: I wonder if its possible to create a package (npm) that is compatible in both client JS and Node JS T2: The package would need to compile to es5,"ETD_BE_POSSIBLE_TO,ETD_NEED_TO",1,but this wouldn't solve the issue of allow it to be required from node or imported from client js,"PS_PROBLEM,PS_NEG_AUX_VERB,PS_NEG_ADV_ADJ,",1
7928,deeplearning4j,"I get 'Infinity' score on running DL4J for Regression. I am trying to locate the reason for this score. What might be the reason for this? See the attached message below.02:16:07.831 [main] INFO  o.d.e.trainer.EarlyStoppingTrainer - Starting early stopping training02:16:07.985 [main] WARN  o.d.optimize.solvers.BaseOptimizer - Objective function automatically set to minimize. Set stepFunction in neural net configuration to change default settings.02:16:11.521 [main] INFO  o.d.e.trainer.EarlyStoppingTrainer - Completed training epoch 002:16:14.862 [main] DEBUG o.d.optimize.solvers.BaseOptimizer - Hit termination condition on iteration 0: score=Infinity, oldScore=6.249433248532432E12, condition=org.deeplearning4j.optimize.terminations.EpsTermination@5167f57d",I am trying to locate the reason for this score.,ETD_TRYING_TO,1,I get 'Infinity' score on running DL4J for Regression.,"PS_NEG_VERB,PS_ERROR_NOUN_PHRASE,",1
13431,deeplearning4j,"On a strangely related note, why do I keep getting checksum errors followed by LOC errors when I try to download the dl4j dependencies through Maven?  I keep having to delete that folder in .m2 and hoping that it downloads correctly this time. I wiped out my javacpp cache and my .m2, rebuilt the project, reran it, and now get the same error but for 8.0:Caused by: java.lang.UnsatisfiedLinkError: C:\\Users\\josep.javacpp\\cache\\cuda-8.0-6.0-1.3-windows-x86_64.jar\\org\\bytedeco\\javacpp\\windows-x86_64\\jnicuda.dll: Can't find dependent libraries",I keep having to delete that folder in .m2 and hoping that it downloads correctly this time.,"ETD_HAVE_TO,ETD_HOPE",1,and now get the same error but for 8.0:Caused by: java.lang.UnsatisfiedLinkError,"PS_PROBLEM,PS_NEG_VERB,PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_VERB,",1
6086,appium,"anyone familiar with selenium grid? so i have selenium grid plugin installed in Jenkins which is on machine A (Unix), i have nodes on machine B (unix) and machine C (windows) . If i start the node for the Machine B (Unix) it's all ok. But if i start then and the node on Machine C (Windows), something is happening because i can't even acces the URL/grid/console",,,0,something is happening because i can't even acces the URL/grid/console,"PS_NEG_AUX_VERB,",1
31965,typescript,"I had to work with an old code base And realized TS makes typing for old callback-style code safer  [<-LINK->]  [<-CODE->] I find it way safer than overloads Anyone got any nice db agnostic migration libraries they use withnode? I've looked at node-migrateand the documentation and internals are bad.db-migrateisn't great, either, because they bundle in some drivers. Documentation is also bad. Also looked at knex but I'm not a fan of a migration tool and ORM/query builder bundled into one. I remember asking about it before but must have forgotten to write down the answers because I can't find it anywhere in my notes...",I had to work with an old code base And realized TS makes typing for old callback-style code safer,ETD_HAVE_TO,1,,,0
8009,deeplearning4j,"Hi - I am trying to understand a dl4j-example, it is about GravesLSTM and using ::rnnTimeStep(), here is the example: ComputationGraphTestRNNIn the example, there is [<-CODE->] What does each value ""3"", ""5"", ""6"" (timeSeriesLength) mean? So in the test, only the test is tested, not values? [<-CODE->] only the shape is tested?","I am trying to understand a dl4j-example, it is about GravesLSTM and using ::rnnTimeStep()",ETD_TRYING_TO,1,"So in the test, only the test is tested","PS_ONLY,",1
