,issue,PS1,y_PS,y''_PS,ACC_AI_PS
angular,"Hi all! Can someone help me - i`m trying to remove elements from ngFor list, and want them immediately removed from my list (after i sent http request to server). But i cannot achieve that even when i fetch new list afetr removing an element from it.","The sentence """""" But i cannot achieve that even when i fetch new list afetr removing an element from it. """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""removing elements from ngFor list"". The answer is YES.",0,0,1
angular,"Hi Guys, Is it possible to restrict user to access website with IP address from Frontend side if not so why it's not possible? Example - If we have launched our webapp via some IP 172.130.45.12:4040 then outsiders won't be able to access it",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
angular,"Hi all, I've marked an old module as deprecated, which gives a little warning in the IDE when it's imported. Is there a way to output a console warning whenever that module is imported by another module?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
angular,"Hi guys...big question!! I'm building an app where there is a form with a subform...here my stackoverflow. [link] The problem basically is when I set some value on the subform , the main form is marked as dirty... by definition this value should change only when user interact directly with the UI. any ideas? the markAsPristine work only after that all subforms are initialized. check the link in the stackoverflow. sub form are actually formControlName... that are component that extends ControlValueAccessor Interface","The sentence """""" The problem basically is when I set some value on the subform , the main form is marked as dirty... """""" uses <pattern>the problem basically is when S V</pattern> to indicate that there is something wrong with ""setting some value on the subform"". The answer is YES.",0,0,1
,"does anyone know how to get `window.onerror` or `window.addEventListener('error', event => {})` working with angular? I add either and when an error occurs, nothing happens :( [code]. I also have an `ErrorHandler` set up, and that is working for any errors inside Angular land, but I figure the above should also work - and globally. (the problem is that I have an error that is occurring outside angular land, and is not being handled by the angular ErrorHandler)","The sentence """""" the problem is that I have an error that is occurring outside angular land, and is not being handled by the angular ErrorHandler """""" uses <pattern>the problem is that</pattern> to indicate that there is an issue with an error occurring outside Angular land. The answer is YES.",0,0,1
angular,"Hallo everyone, I'm new here. Looking for some info/help regarding angular versions. I installed specific version (9.1) and then when I run *ng serve* it throws me this error `This version of CLI is only compatible with Angular versions ^12.0.0-next || >=12.0.0 <13.0.0, but Angular version 9.1.0 was found instead.` can I install specific version of angular and not with the cli. When I run *ng version* it shows the version I installed for CLI but not for angular itself. even though I install the required version it still detects the higher version and throws the same error. Can anyone tell me how to resolve this.?","The sentence """""" when I run *ng serve* it throws me this error `This version of CLI is only compatible with Angular versions ^12.0.0-next || >=12.0.0 <13.0.0, but Angular version 9.1.0 was found instead.` """""" uses <pattern>it throws me this error</pattern> to indicate that there is an error related to version compatibility. The answer is YES.",0,0,1
angular,I'm really struggling with `APP_INTIALIZER`. I need to query some configuration settings from the server and pass them to various modules. It seems though that the modules and services that would need that data are being initialized before the `APP_INITIALIZER:useFactory` promise completes. I was under the impression that the rest of the initializations happen after `APP_INITIALZER` but that doesn't appear to be the case. Any advice?,"The sentence """""" It seems though that the modules and services that would need that data are being initialized before the `APP_INITIALIZER:useFactory` promise completes. """""" uses <pattern>being VBN before</pattern> to indicate that there is something wrong with the initialization order. The answer is YES.",0,0,1
,Can anyone help me with getting the loop to display a negative number [code].,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,[code] why the title is not showing?,"The sentence """""" why the title is not showing? """""" uses <pattern>why the NN is not VBG</pattern> to indicate that there is something wrong with ""the title not showing"". The answer is YES.",0,0,1
angular,"hey folks, I have a `base abstract service` which I extend, there is a method whcih open a material dialog like this [code]. at the moment I am overwrite the method to can pass other `SectionFormComponent` as type and as param any idea or clue how the component could be dynamic so if I want not to open the ""default"" form component, can pass another",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"Hey. Someone know how to refresh the user access token with firebase in angular? Because my problem seems the access-token not refreshing, and ONLY refresh, when signInWithPopup called. But its insane, because i made a connection to gcp logger, and after 3600sec the request not working. I tried to use the refreshtoken in the request what sending to GCP logger, its not working. i used the generateAccessToken and generated a new service token, but this not working. ONLY the user access token working, but doesnt matter what i do, the access token not change. This very frustrating. Someone faced this problem before?","The sentence """""" Because my problem seems the access-token not refreshing, and ONLY refresh, when signInWithPopup called. """""" uses <pattern>problem seems the access-token not VBG</pattern> to indicate that there is something wrong with ""the access-token not refreshing"". The answer is YES.",0,0,1
,"Hi Every one Beginner here can any one guide me through a basic path which i should follow to learn angular , I know basics of html, css and little bit of js, it feels so overwhelming so pls give the resources if any you can suggest!! Thanks in advance",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hey there. I'm wondering about a good format to get into angular - it's not for me, but I'm trying to find a good format for beginners. Something I really like are the railscasts - [link] , but those are obviously the wrong programming language. :D Is there something like that for Angular?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hi. I'm trying to migrate an angular 9 app built with webpack to angular CLI. The serve command is somewhat working, but the compiler is complaining in just one component apparently saying that it doesn't recognize the selectors in the html Example, Error occurs in the template of component AddInvoiceItemDialogComponent.","The sentence """""" the compiler is complaining in just one component apparently saying that it doesn't recognize the selectors in the html """""" uses <pattern>the compiler is VBG</pattern> to indicate that there is something wrong with ""recognizing the selectors in the html"". The answer is YES.",0,0,1
angular,"Greetings where should I send a feature request for http interceptors. I would like to pull the headers from the original request and in the interceptor provide them in the body for another request that will be sent to the proxy however, the headers map is private , it would be great if I can at least get a copy",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"Hi I'm having a little trouble with my NgModule. I kept on getting this error in my module [code]. @BertrandMarechal yes I am. Sure, this one is just an example I found on google cuz I'm not sharing my code. mainly the problem arises in `useFactory` when I was using a lambda function such as `(x: SomeType) => new ObjectFunction(x) ` where ObjectFunction is from a library. so I changed it to a function instead like [code]. but do I use no parenthesis or with paranthesis when defining it in `useFactory` ?","The sentence """""" mainly the problem arises in `useFactory` when I was using a lambda function such as `(x: SomeType) => new ObjectFunction(x) ` where ObjectFunction is from a library. """""" uses <pattern>the problem arises in</pattern> to indicate that there is something wrong with ""useFactory"" when using a lambda function. The answer is YES.",0,0,1
angular,"Hello all, i was wondering if anyone had a template for how to configure intellij for angular development, similar to how the aangular essentialsa exists for vscode, I wanted to create ore reuse a shareable config for my team to use.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"Greetings Everyone, I am using ngx-recaptcha2 in an Angular v8 application. I have included NgxCaptchaModule in the app.module.ts and added [code]. When the user keeps entering the wrong image validation, there is a message in the captcha which displays as ""Please try again"". So, in this case, how to get a callback/response of this error message to the rendered component from the recaptcha? Any help here would be appreciated. Thank you!","The sentence """""" When the user keeps entering the wrong image validation, there is a message in the captcha which displays as ""Please try again"". """""" uses <pattern>keeps VBG the wrong NN</pattern> to indicate that there is something wrong with ""image validation"". The answer is YES.",1,0,0
angular,"please let me know deleting node_modules is a survivable event. also i'm investigating the angular way of in-place editing of items in a collection - i planned to materalize (clone) the current item and use databinding on a single item - but this strategy is based on rendering a form for every item in the collectoin as per. We use ngFor to iterate over the entities and display each useras name and whether the user is an admin. Our next step is to create a reactive form presentation of our data. Since we work with a collection of entities, our best option would be to use a FormArray where each element in the array is a FormGroup that represents a single entity. how would you do it? itemized forms for the entire collection, or something fancy with pipes in the template, or something simple with databinding to item.current? please advise",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"I am to migrate an app from @angular/material to tailwindcss. We want to go for an approach where both are installed. From my first look, there does not seem to have conflicts, but has anybody here tried to do the same and saw any issues ?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hi all, I'm a angular newbie, and I'm looking for names of famous opensource app based on angular : I'd like to read through some of their code to learn about a few very particular coding patterns and their real usage in the real world. To be clear, I'm talking of opensource end-user apps using angular, not tools/components/plugins for angular app dev.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"I suppose your server and made sure the names were correct ? Hi, I am attempting a ng8 to ng11 migration. The migration themselves went fine (all ran). I am now facing issues on unique testing. The following piece of code is complaining with the error below [code], the error is on `toHaveBeenCalledWith`. I checked the versions of jasmine and dependencies with another ng11 project that was not migrated, and all seems good. Has anybody seen this kind of errors, or could give me insights on what I should check ?","The sentence """""" I am now facing issues on unique testing. The following piece of code is complaining with the error below [code], the error is on `toHaveBeenCalledWith`. """""" uses <pattern>facing issues on</pattern> to indicate that there is something wrong with ""unique testing"". The answer is YES.",0,0,1
angular,Capture All Request and Response Alone I have a web application where huge request and response is being transferred. I'm looking for a tool which just captures the request and response in a database or csv file and no other details are required. Can you please kindly suggest me a tool or any interceptor without touching the code? Thanks,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"What's the deal with `protractor` and Angular 12.x? Whenever I run an e2e test (depending on protractor) I get a slew of console errors a la: > BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default. Relevant [angular-cli issue] doesn't provide a definitive solution despite having been closed. What are we supposed to do here? Give up on Protractor, or is there a way to get pollyfills working with Angular 12 + Protractor? Should clarify, this is when attempting to run `npm run test` (`npm e2e` works fine).","The sentence """""" Whenever I run an e2e test (depending on protractor) I get a slew of console errors a la: > BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default. """""" uses <pattern>get a slew of console errors</pattern> to indicate that there is something wrong when ""run an e2e test (depending on protractor)"". The answer is YES.",0,0,1
,Hi all! I am new to Angular. I have used routerLinkActive for all nav links to turn active when clicked Do you have any idea how to make my landing page nav-link active? Like adding class based on url??,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hi there, I am currently learning Angular and Redux pattern and I would like some explanation about this code: [code]. Is the factory method `createAppStore()` called once during the application life? The goal is to have one `Store`, I wonder how is it possible with a such factory method since every time we call that method we create a new instance. Sorry if this question seems obvious for some of you, I am a Java/Spring developer who try to learn other things. Thank you",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"hi all. I'm exploring micro-frontend architectures and focusing on webpack 5's module federation (especially with Angular 12)...I have a good feel for what's what but I'm struggling with the issue of CORS. If various apps, modules, and components are built on different sub/domains (different origins), how can these 'remotes' be assembled within a 'host'/shell without running into CORS restrictions? I don't see any reference to this in webpack docs at least from/a module federation perspective. Thoughts?","The sentence """""" I'm struggling with the issue of CORS. """""" uses <pattern>struggling with the issue of</pattern> to indicate that there is something wrong with ""CORS"". The answer is YES.",0,0,1
angular,"Hello, I want create a component only to display the apple pay button. I want to use the js library as says in the doc: [link]. But I have not been able to import the js file in my component. How do I import a js file into an angular component?","The sentence """""" But I have not been able to import the js file in my component. """""" uses <pattern>have not been able to VB</pattern> to indicate that there is something wrong with ""import the js file"". The answer is YES.",0,0,1
,"Hi, is here any unit test expert? I have problem I do not know solve, I have quite simple directive and unit tests [link]. these tests work in HeadlessChromium, but fail in Chromium, and I do not know why. I get ""Error: Expected null to be truthy."" Can anyone direct me to right direction?","The sentence """""" I have problem I do not know solve, I have quite simple directive and unit tests [link]. these tests work in HeadlessChromium, but fail in Chromium, and I do not know why. """""" uses <pattern>have problem</pattern> to indicate that there is an issue with the unit tests working in HeadlessChromium but failing in Chromium. The answer is YES.",0,0,1
angular,"Hello Guys, I did implemented angular web component, some how i see this error RangeError: Maximum call stack size exceeded at v.<computed>.get (web-component.min.js:1). That would be great if you could let me know your opinion and suggestion","The sentence """"""some how i see this error RangeError: Maximum call stack size exceeded at v.<computed>.get (web-component.min.js:1)"""""" uses <pattern>see this error</pattern> to indicate that there is an issue with ""RangeError: Maximum call stack size exceeded"". The answer is YES.",0,0,1
angular,Someone has a clue if preflight requests are alway sent using the http backend chain with interceptors? I'm trying to add a header to my preflight requests using an interceptor but the OPTIONS request never contains my added header. In my service I init a HttpBackend -> HttpHandler (this one adds the http header) -> HttpClient(Usign this to make the calls). The PUT request contains the added header the OPTIONS preflight request does not.,"The sentence """""" the OPTIONS request never contains my added header """""" uses <pattern>sth never contains</pattern> to indicate that there is something wrong with ""the OPTIONS request"". The answer is YES.",0,0,1
angular,"I have an interface that has some properties [code] and a bunch of other stuff... I then use an HttpClient to get a yaml list of items and stuff that I then kind of smash against this interface, but in yaml sometimes certain properties are missing. Like... an item might have stamina, but not having anything listed for magic defence or skill... Is there like a smart way to default the values of this interface that aren't populated by the data from my yaml to 0? I'm thinking in the end I'll probably have to map all my data to a class of some sort, but I'm still wondering if it's entirely necessary or if there's a nice way to map the data to that class if I end up having to do that","The sentence """""" but in yaml sometimes certain properties are missing. """""" uses <pattern>properties are missing</pattern> to indicate that there is something wrong with the properties in the yaml data. The answer is YES.",0,0,1
,"Hi , I have proplem with with ngFor , the angular doesn't accept this ( ngFor=""let post of posts$"" ) the error says this "" Error: src/app/myapp/myapp.component.html:21:46 - error TS2322: Type 'Object' is not assignable to type 'NgIterable<any>'. The 'Object' type is assignable to very few other types. Did you mean to use the 'any' type instead? Type 'Object' is not assignable to type 'any[]'. The 'Object' type is assignable to very few other types. Did you mean to use the 'any' type instead? can anyone please help me? BTW I have initialize the posts$ to be an Object => posts$:Object , in my app.component.ts file","The sentence """""" I have proplem with with ngFor , the angular doesn't accept this ( ngFor=""let post of posts$"" ) the error says this """""" uses <pattern>have problem with</pattern> to indicate that there is something wrong with ""ngFor"". The answer is YES.",0,0,1
angular,when click the data it should be added in another component in text field as a value. components are no relations. How to solve this issue please help me. here is my code and details [link],"The sentence """""" when click the data it should be added in another component in text field as a value. components are no relations. """""" uses <pattern>components are no relations</pattern> to indicate that there is an issue with the relationship between components. The answer is YES.",0,0,1
angular,"Is there a way to iterate through a massive collection using setTimeout without locking the entire UI? I have a generator which I can keep calling .next() on until it's done. I've noticed if I use a for loop my application basically comes to a complete crawl. What I thought might be better if I could somehow grab a value, do stuff to it... see if there's a next value, and if there is basically call setTimeout or some kind of delay to do work on the next value in the future. If there aren't any values, I would just stop because I'm done processing my items. if there's like a fancy smart way to do this with observables that would work too. I don't need this data like immediately. I'm just wondering what my options are","The sentence """""" I've noticed if I use a for loop my application basically comes to a complete crawl. """""" uses <pattern>if I use sth my application basically comes to a complete crawl</pattern> to indicate that there is something wrong with using a for loop. The answer is YES.",0,0,1
angular,"Hello, I have a question concerning angular component HTML file . we need to have multiple templates (HTML file) for a component, each client will use a HTML file corresponding. Actually, we are configuring these file by using file replacement in angular.json to determine in which client (which configuration), which HTML file will be used. However, we would like to upgrade angular to the latest version (12) and as I know, Angular 12 will not accept HTML file in file replacement any more. So, I would like to know if you have another idea to handle the use of multiple HTML files for a component ? Thank you","The sentence """""" Angular 12 will not accept HTML file in file replacement any more. """""" uses <pattern>will not accept</pattern> to indicate that there is something wrong with ""HTML file in file replacement"" in Angular 12. The answer is YES.",0,0,1
angular,"Hello. When you lazy load a module, if that module has some service with provide in root, is it possible to allow that service to get the values provided in the lazy loaded module? I made an example project to illustrate the issue [link]","The sentence """""" I made an example project to illustrate the issue """""" uses <pattern>illustrate the issue</pattern> to indicate that there is something wrong with ""lazy load a module"". The answer is YES.",0,0,1
angular,"Hi, I'm new to Angular and I would like to know if it's possible to move the component specific styles to a css file",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hello, After upgrading from angular 9 to 11 I'm getting this error when trying to ng build --prod ``` a Generating browser application bundles (phase: additional asset processing)... An unhandled exception occurred: PostCSS plugin postcss-discard-comments requires PostCSS 8. Migration guide for end-users: [link] ```","The sentence """""" After upgrading from angular 9 to 11 I'm getting this error when trying to ng build --prod """""" uses <pattern>getting this error</pattern> to indicate that there is an error encountered after upgrading Angular. The answer is YES.",0,0,1
,"Hello all , Does anyone uses sonarqube for angular ? We have tslint , but the java guys insists sonarqube is better. Is that tool popular in the angular community ? Is there much benefit or even does that tool fit in the angular ecosystem ? what is the usage trends or outlook ? Any information would be very helpful",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
,"Hi, I have an application in which all get request by using forkJoin can return values correctly. The forkJoin in different components contains various parameters. Some have 3, some have 6 etc. However after I added interceptor the forkJoin stopped returning values. My interceptor is simple. [code] I tried something such as return [code] Still not working.... Thanks for the help.","The sentence """""" However after I added interceptor the forkJoin stopped returning values. """""" uses <pattern>sth stopped VBG</pattern> to indicate that there is something wrong with ""forkJoin"" after adding the interceptor. The answer is YES.",0,0,1
angular,"Hi all, I am new to angular want to understand how can i unit test an interceptor using jasmine and karma. [code] This is how my interceptor looks like thanks for the help",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
angular,"Hello, I have fully working angular app that has routing like [link]. Now I need to update it so it should contain language parameter in url, f.e: [link]. Problem is that I have a lot of routings and redirects written in code (router.navigate('/dashboard')) so I cant change my router because then all that redirects will not work. How I can update my app so these redirects will work after that update?","The sentence """""" Problem is that I have a lot of routings and redirects written in code (router.navigate('/dashboard')) so I cant change my router because then all that redirects will not work. """""" uses <pattern>Problem is that</pattern> to indicate that there is an issue with ""a lot of routings and redirects written in code"". The answer is YES.",0,0,1
angular,"hello good people I'm messing around with the @Host resolution modifier. I implement two examples: 1. A directive requesting a service from the component that it lives on 2. A component requesting a service from it's parent component I understand the behavior of this modifier, but I dont quite understand why it works that way. I found some articles about element injectors but the vocabulary was too heavy for me. Can anybody explain to me like im 5, how the @Host resolution modifier and the element injector are working? How are they related ?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
angular,"Hi Folks, I need to clarify 1 doubt that if i am using setInterval of 3seconds to call my 1 of api so is there any problem with it? but what i think that its totally wastage of calls but i can't use socket for this due to some reasons. If i am on same page and if some data changes in api then i need to get update on that very page without any reload or refresh","The sentence """""" is there any problem with it? """""" uses <pattern>is there any problem</pattern> to indicate that the user is concerned about a potential issue with using setInterval. The answer is YES.",0,0,1
,"Hello Guys, Got an issue with Angular route using named outlet. It seems to work just great with unnamed `<router-outlet>` but soon as I name it, it gives me `Cannot match any route: URL segment '...'` I crafted the issue here - [link] Thank you","The sentence """""" Got an issue with Angular route using named outlet. """""" uses <pattern>Got an issue with</pattern> to indicate that there is something wrong with ""Angular route using named outlet"". The answer is YES.",0,0,1
,"Hello guys, Why are there no suggestions for events in the html ""(click,...) by using ""Angular Language Service"" (default Ivy) in VS code? When I use View-engine option, than it works. (Angular 12.2.0) Thanks in advance.","The sentence """""" Why are there no suggestions for events in the html ""(click,...) by using ""Angular Language Service"" (default Ivy) in VS code? """""" uses <pattern>there are no suggestions</pattern> to indicate that there is something wrong with ""suggestions for events in the html"". The answer is YES.",1,0,0
angular,"having an issue in a reactive form with it not disabling on startup... [code] inside a formbuilder group. Is there something else I should be doing? I check the breakpoint and it shows the formcontrol status is Disabled but it still is enabled when you click on it. @BertrandMarechal yeah, I think there must be a bug with it. I had to disable it manually in the ngInit method...","The sentence """""" having an issue in a reactive form with it not disabling on startup... """""" uses <pattern>having an issue with sth not VBG</pattern> to indicate that there is something wrong with ""a reactive form not disabling on startup"". The answer is YES.",0,0,1
angular,"Hello everyone, I seem to have a problem with an angular 9 app, that I can't figure out for the life of me. Benn stuck on this for 2 days. My app works fine locally, but when I deploy to my remote tomcat, and I try to access it, I get the following error: core.js:4127 ERROR Error: Uncaught (in promise): TypeError: [file] is not a function at breadcrumb.service.ts:6. thing is, my breadcrumb.service has @Injectable({'...'}), and is in the [providers] of the login module. any input is most welcome, ty in advance","The sentence """""" I seem to have a problem with an angular 9 app, that I can't figure out for the life of me. """""" uses <pattern>have a problem with</pattern> to indicate that there is an issue with the angular 9 app. The sentence """""" I try to access it, I get the following error: core.js:4127 ERROR Error: Uncaught (in promise): TypeError: [file] is not a function at breadcrumb.service.ts:6. """""" uses <pattern>get the following error</pattern> to indicate that there is an error when trying to access the app. The answer is YES.",0,0,1
angular,"I have node 14 locally. I should try to update incrementally on server, and see if that fixes the issue, maybe not update from 10 to 14, in one go. so I've managed to get past the problem, the issue was apparently that I didn't have my login module in my imports of the main module but I have another error now. for some reason the modules were not lazy loading on prod, I added them all in the parent module","The sentence """""" the issue was apparently that I didn't have my login module in my imports of the main module but I have another error now. """""" uses <pattern>the issue was</pattern> to indicate that there was a problem with ""not having the login module in the imports of the main module"". The answer is YES.",0,0,1
angular,"pls i need help, my ionic project i tried to run ionic build, i got this error [ERROR] ng has unexpectedly closed (exit code 3). i ran npm install [code]. it was to no avail and now i can't even run ionic serve cos it will give me the same error","The sentence """""" i got this error [ERROR] ng has unexpectedly closed (exit code 3). """""" uses <pattern>got this error</pattern> to indicate that there is an error with ""ng unexpectedly closing"". The answer is YES.
 
 The sentence """""" now i can't even run ionic serve cos it will give me the same error """""" uses <pattern>can't VB</pattern> to indicate that the user is unable to run ""ionic serve"". The answer is YES.",0,0,1
angular,"here, I am using angular v12, and I suddenly ran into an error while trying to run my unit test: Error: error TS2307: Cannot find module './input.component' or its corresponding type declarations. I believe this has something to do with the tsconfig.json specifications. I tried ""include"": [""src/***/*.ts""] but still the same error. Any immediate help is appreciated as i am unable to proceed further!!","The sentence """""" I suddenly ran into an error while trying to run my unit test: Error: error TS2307: Cannot find module './input.component' or its corresponding type declarations. """""" uses <pattern>Cannot find module</pattern> to indicate that there is something wrong with finding the module './input.component'. The answer is YES.",0,0,1
angular,"Hi. I'm a little confused about attr.attr-name template syntax. Is attr.attr-name allowed without square brackets? Stackblitz illustrating my confusion: [link]. More context: I'm trying to localize an interpolated aria-label -- something like [code] -- but it's not showing up in my .xlf file, so I'm working backward through assumptions to see what I'm misunderstanding, or if there's a bug somewhere. [code] is rejected by the compiler, which is why I'm using attr syntax to begin with.","The sentence """""" but it's not showing up in my .xlf file, so I'm working backward through assumptions to see what I'm misunderstanding, or if there's a bug somewhere. """""" uses <pattern>it's not VB+ing</pattern> to indicate that there is something wrong with ""it's not showing up in my .xlf file"". The answer is YES.",0,0,1
,Having an issue with Angular where it is not updating the form validation properly after changing a value to an empty string or null. I use updateValueAndValidity but it still shows the control and form is valid. Any thoughts? formcontrol value has been tested with an empty string and null and both still show as valid.,"The sentence """""" Having an issue with Angular where it is not updating the form validation properly after changing a value to an empty string or null. """""" uses <pattern>having an issue with</pattern> to indicate that there is something wrong with ""updating the form validation properly"". The answer is YES.",0,0,1
angular,"Hello, does anyone have an idea why this error is happening? An unhandled exception occurred: No provider for InjectionToken ng.v5.stylesheetProcessor! I am trying to build my app and I get the error above. I recently updated to angular 11","The sentence """""" I am trying to build my app and I get the error above. """""" uses <pattern>get the error</pattern> to indicate that there is something wrong when ""trying to build my app"". The answer is YES.",0,0,1
typescript,"Hey all, anyone got this error using generator functions with typescript 2.9.1 version.example:","The sentence """""" anyone got this error using generator functions with typescript 2.9.1 version """""" uses <pattern>got this error VBG</pattern> to indicate that there is something wrong with ""using generator functions with typescript 2.9.1 version"". The answer is YES.",0,0,1
gitter,hrm what is this Gitter User Prod that want to access to my gitlab ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,how do you uninstall this app? I only want to use it when I'm on my browser,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"hello I am facing the error while publishing solidity tutorial code on remix:Failed to publish metadata file to swarm, please check the Swarm gateways is available ( swarm-gateways.net ).{""statusCode"":0} please help. Do I need to install Swarm or some swarm tool first for ublishing it or we cannot publish from remix. I am new to this so may be sound crazy somewhere.. what is ico??","The sentence """""" I am facing the error while publishing solidity tutorial code on remix:Failed to publish metadata file to swarm, please check the Swarm gateways is available ( swarm-gateways.net ).{""statusCode"":0} """""" uses <pattern>facing the error while VBG</pattern> to indicate that there is an error encountered when ""publishing solidity tutorial code on remix"". The answer is YES.",0,0,1
deeplearning4j,"Error:(26, 13) Failed to resolve: org.nd4j:nd4j-x86:0.4-rc3.9-SNAPSHOT I was trying to run DL4J-Android example.other compiles have been downloaded,except this,why?compile('org.nd4j:nd4j-x86:0.4-rc3.9-SNAPSHOT') is anythis changed?","The sentence """""" Failed to resolve: org.nd4j:nd4j-x86:0.4-rc3.9-SNAPSHOT """""" uses <pattern>Failed to VB</pattern> to indicate that there is something wrong with ""resolving org.nd4j:nd4j-x86:0.4-rc3.9-SNAPSHOT"". The answer is YES.",0,0,1
typescript,"I'm having trouble with union types and promise, can someone check that I am doing it right? (sorry can't get the url formatter working) just an example. In my real code sometimes it will return a promise and sometimes it will return a boolean","The sentence """""" I'm having trouble with union types and promise """""" uses <pattern>having trouble with</pattern> to indicate that there is something wrong with ""union types and promise"". The answer is YES.",0,0,1
deeplearning4j,"How do you guys remote train your java models? I do not have a powerful enough laptop. If it was python, I would simply fire up a jupyter notebook in an AWS instance. What is the equivalent to Java (DL4J)?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,Am I missing which line of my code triggered this stack trace? Can't find which line ismycode: bugger. I grepped all myinsertandupdateobjects and I can't find anything that I've just passed in unsanitized.,"The sentence """""" Can't find which line ismycode: bugger. """""" uses <pattern>can't VB(find)</pattern> to indicate that the user is unable to locate the specific line of code causing the issue. The answer is YES.",0,0,1
deeplearning4j,"Hi,INDArray Omega = InvertMatrix.invert(Sigma, false);fails ifSigmais of size (1,1) with the following error: Is this expected?","The sentence """""" Hi,INDArray Omega = InvertMatrix.invert(Sigma, false);fails ifSigmais of size (1,1) with the following error: Is this expected? """""" uses <pattern>fails if</pattern> to indicate that there is something wrong when ""Sigma is of size (1,1)"". The answer is YES.",0,0,1
docker,"hey, so I've noticed that when idocker runeverything goes fine - but when I actually visit the webserver on my host browser the container exits after the first page load is this expected? I'd like the container to be persistent I'm running with","The sentence """""" when I actually visit the webserver on my host browser the container exits after the first page load is this expected? """""" uses <pattern>container exits after</pattern> to indicate that there is something wrong with the container's behavior. The answer is YES.",0,0,1
deeplearning4j,"Ok, one question on RNNs. If I have my DataSet ready for simple feed-forward net, what do i need to change to plug in LSTMLayer + RnnOutputLayer? Is it just change in the configuration of the model, or do I need to change how data is fed to it as well? Ok it's 100, and I have 10000 samples Is there an abstraction that will turn my 2d DataSet into 3d DataSet for RNN?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Is it just me, or does the welcome message keep changing?","The sentence """""" does the welcome message keep changing? """""" uses <pattern>does sth keep VBG</pattern> to indicate that there is something wrong with ""the welcome message"". The answer is YES.",1,0,0
ethereum,can I use ethereum to make an application which is not related to cryptocurrency?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"could not able to send email using nodeMailer I am getting this Error { AuthError: Invalid login - 535 Incorrect authentication data at SMTPClient. name: 'AuthError', data: '535 Incorrect authentication data', stage: 'auth' }events.js:112 throw er; please anyone help me to solve this issue arun-awnics: yes I am providing correct User name and Password I couldn't get any idea why i am facing this errror arun-awnics: In my code my email credentials is there","The sentence """""" could not able to send email using nodeMailer I am getting this Error { AuthError: Invalid login - 535 Incorrect authentication data at SMTPClient. name: 'AuthError', data: '535 Incorrect authentication data', stage: 'auth' }"""""" uses <pattern>could not able to VB</pattern> to indicate that there is something wrong with ""sending email using nodeMailer"". The answer is YES.",0,0,1
appium,hi all! When I try run test in real iOS device I'm getting error:selenium.common.exceptions.WebDriverException: Message: An unknown server-side error occurred while processing the command. Original error: simctl error running 'create': Invalid device type: charliebut device connected and available for inspector mgmanikandan87,"The sentence """""" When I try run test in real iOS device I'm getting error:selenium.common.exceptions.WebDriverException: Message: An unknown server-side error occurred while processing the command. """""" uses <pattern>getting error</pattern> to indicate that there is an error occurring when trying to run a test on a real iOS device. The answer is YES.",0,0,1
docker,Is there a way to set password on a docker deployment?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Is anyone here using Rancher currently?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"is it possible to remove a type from a union? for example, how would you create a new type fromtype Example = Foo | Bar | BazwithBazremoved? can't seem to google the answer. I'm just getting guides how to remove keys from types ty","The sentence """""" can't seem to google the answer. """""" uses <pattern>can't VB</pattern> to indicate that the user is unable to find the answer through a search. The answer is YES.",0,0,1
