,issue,PS1,y_PS,y''_PS,ACC_AI_PS
appium,hi all! When I try run test in real iOS device I'm getting error:selenium.common.exceptions.WebDriverException: Message: An unknown server-side error occurred while processing the command. Original error: simctl error running 'create': Invalid device type: charliebut device connected and available for inspector mgmanikandan87,"The sentence """"""When I try run test in real iOS device I'm getting error:selenium.common.exceptions.WebDriverException: Message: An unknown server-side error occurred while processing the command. Original error: simctl error running 'create': Invalid device type: charliebut device connected and available for inspector mgmanikandan87"""""" uses <pattern>VB(try) run test in real iOS device VB(getting) error</pattern> to indicate an error encountered when attempting to run a test on a real iOS device. The answer is YES.",0,0,1
docker,Is there a way to set password on a docker deployment?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Is anyone here using Rancher currently?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"is it possible to remove a type from a union? for example, how would you create a new type fromtype Example = Foo | Bar | BazwithBazremoved? can't seem to google the answer. I'm just getting guides how to remove keys from types ty",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,I am getting this error only on iOS 10.3+ devices (works perfect on iOS 10.0). This error occurs 5 out of 10 times: Error: Could not install app: exited with code 253,"The sentence """"""I am getting this error only on iOS 10.3+ devices (works perfect on iOS 10.0). This error occurs 5 out of 10 times: Error: Could not install app: exited with code 253"""""" uses <pattern>VB(getting) this error</pattern> to indicate ... The answer is YES.",0,0,1
deeplearning4j,Is there any method to get AUC currently in dl4j?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,stupid question. How do i get the current execution directory. Everything I have used only returns program files\\node\\â€¦,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hello, Alex. I want to build character2vec using word2vec in my source. how could i do that? Please, advice to me about that.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"hi there, would someone know why typeguards and conditional types don't work here? i would expect that when!pred(val),valwould beExclude<T, U>, because the type guard saysval is U",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,Does anyone know how to get later Platform versions for Android in the GUI? I've downloaded the newer ones from theAndroid SDK ManagerI only have 5.1 Lollipop (API Level 22) as the highest. I am running appium 1.6.4-beta and get the error however the address for appium is now [Appium] Appium REST http interface listener started on 0.0.0.0:4723 why is it looking for appium server at the address 127.0.0.1? Or how do I change either of them. The GUI 1.5.3. But I'm not using the GUI to run the test after that. I use the GUI to get the elements. My appium configs is It was the localhost.,"The sentence """"""I am running appium 1.6.4-beta and get the error however the address for appium is now [Appium] Appium REST http interface listener started on 0.0.0.0:4723 why is it looking for appium server at the address 127.0.0.1?"""""" uses <pattern>VB(get) the error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
gitter,"Hi! I have strange chat with user with nameTestDaxe&#x22;alert(33)(Trest11_gitlab) and I can't leave or hide this chat (when I press ""hide this room"" nothing happens). Looks like this is some kind of XSS attack in user name. O! Thanks, that works.","The sentence """"""I can't leave or hide this chat (when I press ""hide this room"" nothing happens)."""""" uses <pattern>can't VB(leave) or VB(hide) this chat</pattern> to indicate the user is unable to leave or hide the chat room. The answer is YES.",0,0,1
nodejs,"Hi would like to ask if updateing a document by _id is allowed in mongodb library? i tried to update by other attributes ad it works, but when i try to update by _id it doesnt seem to find the record @WORMSS hmm i tried to do it like this but still fails to find and update the document by id? WORMSS: ar ha i should be using dialogID not chatID sry it worked like a charm thx WORMSS: yea thx :)","The sentence """"""i tried to update by other attributes ad it works, but when i try to update by _id it doesnt seem to find the record"""""" uses <pattern>doesn't VB(find) the record</pattern> to indicate that the program is not working as expected when trying to update a document by _id. The answer is YES.",0,0,1
appium,"Hi all.Which server address should I enter for new 1.6.3 appium server? I thought this one: driver = new IOSDriver(new URL("" ""), capabilities) But got error on run( hazmeister: I did so, but still having error.This one: org.openqa.selenium.remote.UnreachableBrowserException: Could not start a new session. Possible causes are invalid address of the remote server or browser start-up failure.....Caused by: org.apache.http.conn.HttpHostConnectException: Connect to 0.0.0.0:4723 [/0.0.0.0] failed: Connection refused Yes, but not sure what exactly it is? Yes, if run appium command from terminal it's connecting, and appium works","The sentence """"""But got error on run( hazmeister: I did so, but still having error.This one: org.openqa.selenium.remote.UnreachableBrowserException: Could not start a new session. Possible causes are invalid address of the remote server or browser start-up failure.....Caused by: org.apache.http.conn.HttpHostConnectException: Connect to 0.0.0.0:4723 [/0.0.0.0] failed: Connection refused"""""" uses <pattern>VB(got) error</pattern> and <pattern>VB(having) error</pattern> to indicate that the user encountered an error when trying to run the program. The answer is YES.",0,0,1
ethereum,"hello i got account i got 0 ether . whats next? what if i want issue my own currency or wanna do copyright business? contract MyToken {/This creates an array with all balances/mapping (address => uint256) public balanceOf;} it says Could not compile source code.Source file does not specify required compiler version!Consider adding ""pragma solidity ^0.4.8contract MyToken {^Spanning multiple lines. so, as i see i should write some code each time","The sentence """"""it says Could not compile source code.Source file does not specify required compiler version!Consider adding ""pragma solidity ^0.4.8contract MyToken {^Spanning multiple lines."""""" uses <pattern>VB(throws) the error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
typescript,Im using gulp withgulp-typescript` and so far I did not found way to make it work it would be so convenient if ts would resolve those module names according topathssettings alas..,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,"Hi Team ,, Checking back again just in case if anyone missed my question previously ... Hi Team .. i was exploring-ios predicate stringstrategy ... i was able to use click or sendkeys using predicate ... my aim is to convert my existing xpath strings to predicate ... it is easy if xpath is straight forward but when it comes to xpath. i am not sure how i can convert this xpath... could some one help me?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
gitter,"Hi, I've been trying to set my notification settings to mentions and announcements, but I'm still getting email notifications when somebody simply sends a message in a room that I'm in Is this a known issue?","The sentence """"""Hi, I've been trying to set my notification settings to mentions and announcements, but I'm still getting email notifications when somebody simply sends a message in a room that I'm in"""""" uses <pattern>VB(getting) Noun(notifications)</pattern> to indicate that the user is receiving email notifications despite setting their preferences to mentions and announcements only. The answer is YES.",0,0,1
docker,"hi all, following this docker guide: i'm trying to create a registry, but it's not contactable despite running. any advice?","The sentence """"""i'm trying to create a registry, but it's not contactable despite running."""""" uses <pattern>not VB(contactable)</pattern> to indicate that the registry is not accessible even though it is running. The answer is YES.",0,0,1
appium,"Hi all, I've been scouring the internet for an answer and I can't believe there's nothing about it. I have never used appium and before I spend the time learning the setup etc - can appium automate email clients? Can it open up gmail, or apple mail, and click on the email inside?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"How would I augment the global type to addchai.assertso all of my tests can just callassert('foo')? In pure js, I can just sayglobal.assert = chai.assert;in a bootstrap file; that doesn't seem to work for typescript. I've tried creating aglobals.d.tswithimport * as chai from 'chai';",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"I m working on CNN for Cifar-10 dataset and while training i get the warning like-WARN org.deeplearning4j.optimize.solvers.BackTrackLineSearch: Value is infinite after jump. oldStep=1.0. score=NaN, score2=NaN. Scaling back step size...what it means ? Thanks for your information","The sentence """"""I m working on CNN for Cifar-10 dataset and while training i get the warning like-WARN org.deeplearning4j.optimize.solvers.BackTrackLineSearch: Value is infinite after jump. oldStep=1.0. score=NaN, score2=NaN. Scaling back step size...what it means ? Thanks for your information"""""" uses <pattern>VB(get) the warning</pattern> to indicate a warning encountered during training. The answer is YES.",0,0,1
nodejs,"Does anyone know of a real-world, complex, open-source NodeJS REST APIs?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Im getting this Error when I have installed and included EJS in my mongo cloud9 server as you can see below THE EJS also comes up in my JSON dependencies files, so that proves its saved?Why does it not recognise my EJS files?","The sentence """"""Im getting this Error when I have installed and included EJS in my mongo cloud9 server as you can see below THE EJS also comes up in my JSON dependencies files, so that proves its saved?Why does it not recognise my EJS files?"""""" uses <pattern>VB(getting) this Error</pattern> and <pattern>does not recognise my EJS files</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
ethereum,Hello! I dont see my balance Etherium. What should i do? Yes,"The sentence """"""I dont see my balance Etherium."""""" uses <pattern>VB(see) [undesired adjective](not) Noun(balance)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
appium,Is there any workaround for controlling network for iOS? I'm trying to switch off all internet connections(both wifi and data) at some point of the script execution On android is quite easy since there are methods in the driver itself But when I checked the documentation for iOS it says that those methods are not supported for iOS,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Is there any recommended paper for implementing POS, NER, etc.? besides the one implemented by syntaxnet",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hi,I am setting the DO_AUTH_TOKEN for let's encrypt in docker-compose file. But, storing it in version control does not seem like a good idea. Can anyone tell me what could be a better way to pass that? Does that sound safe to have secrets as environment variable? This blogs sums up few reasons not to use environment variables.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,Trying to connect a https hosted webservies using request but getting this error. error { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: SSL alert number: error:SSL routines: ssl3_write_bytes:ssl handshake failure: { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: alert number: error:1409E0E5:SSL routines:ssl3_write_bytes:ssl handshake failure:,"The sentence """"""Trying to connect a https hosted webservies using request but getting this error. error { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: SSL alert number: error:SSL routines: ssl3_write_bytes:ssl handshake failure: { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: alert number: error:1409E0E5:SSL routines:ssl3_write_bytes:ssl handshake failure:"""""" uses <pattern>VB(getting) this error</pattern> to indicate an SSL handshake failure when trying to connect to an HTTPS hosted web service. The answer is YES.",0,0,1
typescript,"Has anyone proposed an alternative to npm? I hear a lot of complaining, but I don't think it's fixable. You either re-invent the wheel, or you don't and use npm.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
typescript,"I can't use discord, it's constantly pinging messages at me. If I turn off the notifications, I forget it exists.","The sentence """"""I can't use discord, it's constantly pinging messages at me."""""" uses <pattern>not VB(use)</pattern> to indicate the user is unable to use Discord due to constant message notifications. The answer is YES.",0,0,1
docker,"Has anyone set up wordpress and use nginx as a reverse proxy through docker? I seem to have issues when I attempt to use the nginx port, it doesn't give me a wordpress site MakanTaghizadeh: Im attempting to have nginx on a container, then have wordpress in another one MakanTaghizadeh: so If I want a docker stack to be SQL, PHP, WP, and Nginx the best route is to have PHP&WP in container 1 SQL in conaitner 2 and Nginx in container 3? and use php to talk to NGinx?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"guys pls tell me. i took part in one ICO now and send my ether from MyEtherWallet. tx was successfull and it is written that i got my tokens. but in wallet i dont see it. i need to add this token if i understood it right, but i dont know how to do it. can u help me?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,"i am trying to do one unusual thing, i want to trigger git pull after post request This is code ( TypeScript )... i have also gihhooks on this repository but they are not triggered with this function i see in nginx logs:*17991 upstream prematurely closed connection while reading response header from upstream Egoscio: No, express should catch all errors and print it in json, but it does not return i saw that i can catch error now and it is very useful :)","The sentence """"""i have also gihhooks on this repository but they are not triggered with this function"""""" uses <pattern>not VB(triggered)</pattern> to indicate that the git hooks are not being activated as expected. 
 
 The sentence """"""express should catch all errors and print it in json, but it does not return"""""" uses <pattern>not VB(return)</pattern> to indicate that the express framework is not returning the expected output.
 
 The answer is YES.",0,0,1
gitter,"I have some kind of problem with the gitter android app, any channel I go to is a blank page, I tried clearing cache and data for the app, does not help","The sentence """"""I have some kind of problem with the gitter android app, any channel I go to is a blank page, I tried clearing cache and data for the app, does not help"""""" uses <pattern>VB(got) [undesired adjective](blank) Noun(page)</pattern> to indicate that the user encounters a blank page in any channel they visit on the Gitter Android app. The answer is YES.",0,0,1
deeplearning4j,"Does anyone teach me how to transform libsvm format data to NDArray RecordConverter.toArray return null for Collection[Writable] got by using LibSvmRecordReader. my version of RecordConverter may be old. /** I avoied by using latest RecordConverter.java. ""0.0.0.16"" does not work for LibSvmRecordReader; Can I use like above?","The sentence """"""RecordConverter.toArray return null for Collection[Writable] got by using LibSvmRecordReader."""""" uses <pattern>VB(return) null for Noun(Collection[Writable]) got by using Noun(LibSvmRecordReader)</pattern> to indicate that the method `RecordConverter.toArray` is returning null when used with a collection obtained from `LibSvmRecordReader`. The answer is YES.",0,0,1
deeplearning4j,"currently i have a image multi labeled task, from previously advice Adam Gibson had given other person's ,it should use Activation.SIGMOID combine with XENT,but when i deep the source code ,the XENT seems specify for binary class, not multi labeled,as for the MCXENT, it seems proper for resolve multi labeled task,for i have output array (each label's weighted score),and real label score(like: 1 0 0 0 1 1 0)the MCXENT seems compute Cross Entropy loss between output array and real label score arrayam i understand wrong?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"hi there , can some1 help me with my ethereum wallet issue 3esmit: hi,i just download my wallet few hours ago and it just stop downloading 731,591 of 2,753,163 3esmit: i just want my wallet to complete sync","The sentence """"""hi,i just download my wallet few hours ago and it just stop downloading 731,591 of 2,753,163"""""" uses <pattern>VB(stop) downloading</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
nodejs,"I'm using express to return a json on my post route and while I have a success block on my JS frontend, the browser doesn't execute it but rather loads up the json.Do you have any suggestions?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,"hi all, i am facing a basic set up issue with Node.js with eclipse and intellij can anyone help","The sentence """"""hi all, i am facing a basic set up issue with Node.js with eclipse and intellij can anyone help"""""" uses <pattern>VB(facing) a Noun(issue)</pattern> to indicate a problem with the basic setup of Node.js with Eclipse and IntelliJ. The answer is YES.",0,0,1
nodejs,"Hi guys. I desperately need help with project that has nested subprojects with package.json of their own if I change any dependency I getENOENT: no such file or directory, renameerrors even after removing package-lock.json and node_modules here is the issue with all the deatils and travis run with the error any help would very appreciated","The sentence """"""if I change any dependency I get ENOENT: no such file or directory, rename errors even after removing package-lock.json and node_modules"""""" uses <pattern>VB(get) ENOENT: no such file or directory, rename errors</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,"AlexDBlack: is there an example of how to use RegressionEvaluation? Can't find any in the examples right now I just triedRegressionEvaluation evaluation = new RegressionEvaluation(1);evaluation.evalTimeSeries(net.getLabels(), net.output(testData));log.info(evaluation.stats()); it runs fine now, but not sure if I'm using it right :-)",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,"any hints how or why appium would kill itself over sqlite? Test was running last night which crawshed horribly now appium throws this error when run from the command line Error: Cannot find module. the error is correct, for some reason I have node-v48-darwin-x64 instead but appium was running breifly before hand now this error is thrown immediately when runningappiumfrom the terminal I shall give that a go aniket-21: strangly, there were no node processes running - rebooted too and still no luckHave rolled back to appium 1.6.0 and appear to be up and running again","The sentence """"""Test was running last night which crawshed horribly now appium throws this error when run from the command line Error: Cannot find module."""""" uses <pattern>VB(throws) the error</pattern> to indicate that Appium is encountering an error when run from the command line.
 
 The sentence """"""appium was running breifly before hand now this error is thrown immediately when runningappiumfrom the terminal"""""" uses <pattern>VB(throws) the error</pattern> to indicate that Appium is immediately encountering an error when run from the terminal.
 
 The sentence """"""rebooted too and still no luck"""""" uses <pattern>VB(got) [undesired adjective](no) Noun(luck)</pattern> to indicate that rebooting did not resolve the issue.
 
 The answer is YES.",0,0,1
appium,"Hello, i have a little problem.When i am trying to run tests via console apium, i have this error. When i am starting via Apium Desktop, everything is fine.My apium-doctor:","The sentence """"""When i am trying to run tests via console apium, i have this error."""""" uses <pattern>VB(have) this error</pattern> to indicate a problem encountered when running tests via console apium. The answer is YES.",0,0,1
docker,"Hi, I am working within a company that runs a corporate MITM proxy server. We have the ROOT CA that is signing the SSL connections, and I am trying to get the docker engine to recognise it (for index.docker.io) the ROOT CA is placed in PEM format but docker still complains Any suggestions ? have also tried, specifically the error isx509: certificate signed by unknown authority","The sentence """"""specifically the error is x509: certificate signed by unknown authority"""""" uses <pattern>VB(throws) the error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
appium,Hi Need help on swiping mechanism using XCUITest based automation infrastructure Not able to swipe on XCUIElementTypeTable,"The sentence """"""Not able to swipe on XCUIElementTypeTable"""""" uses <pattern>not VB(able) to VB(swipe)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
deeplearning4j,"Hello, Everyone! I have 2 GPUs. To use both of them I put as the first line of my code but I get the following run-time error. I can run the program on a single GPU by commenting that line, though. oh, yes it is 0.7.2. I should rather use 0.8.0 and then it is should be OK, right? OK, will try with the new version","The sentence """"""I get the following run-time error."""""" uses <pattern>VB(get) the error</pattern> to indicate a run-time error when trying to use both GPUs. The answer is YES.",0,0,1
deeplearning4j,"Hi guys. I cloned Animal classification convolution network and i want to make a simple app ""file -> prediction"" without DataSetIterator and InputSplit and so on (with pre-trained model ofc). What I found is NativeImageLoader and i can simply get INDArray and call network.predict () with it but I'll get number of class. Should i save map ""labelNumber -> labelName"" by myself or there another approach for it? Please forgive me my English and noob question.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Can I access the -h parameter at runtime? I guess not but in case... or is there any way from the container to find it somewhere?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi, I'm trying to automate multi-factor authentication for the login feature but can't find the proper solution. What can I do to make this work?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"I have a docker question:Context: At work, we manage a whole lot of kiosks computers in our client locations. These kiosks are running docker containers with our software using docker-compose.The problem: In some situations, it is necessary to reset the system by usingdocker-compose downanddocker-compose up -d. But that requires sshing to the computer and doing the commands by hand, and some clients don't even have ssh enabled. The numbers of kiosks we are managing are increasing each week and this kind of manual work is becoming too much.","The sentence """"""The problem: In some situations, it is necessary to reset the system by using docker-compose down and docker-compose up -d. But that requires sshing to the computer and doing the commands by hand, and some clients don't even have ssh enabled."""""" uses <pattern>VB(got) problem with Noun(reset the system)</pattern> to indicate the issue of needing to manually reset the system using docker-compose commands, which is becoming impractical as the number of kiosks increases. The answer is YES.",0,0,1
ethereum,"Hello! So, after we launch our cryptocoin (with ""minting"" features), how do we actually mint the coin once it's live?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"halo everyone, i use WD framework node js, and when i execute 'await driver.scroll(10, 100)', is not work and appear message '[scroll(10,100)] Error response status: 13' anyone knows? what caused it? thank you","The sentence """"""halo everyone, i use WD framework node js, and when i execute 'await driver.scroll(10, 100)', is not work and appear message '[scroll(10,100)] Error response status: 13' anyone knows? what caused it? thank you"""""" uses <pattern>not VB(work)</pattern> and <pattern>VB(appear) message</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
nodejs,Hey has anyone ever used the googleapis npm package? I'm having a hell of a time trying to make a request right now,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hi, running example word2vecrawtextexample.java, gives dropwizard error: unrecognized field at: template. Removing template and defaultName field from dropwizard.yml solves the issue. So was wondering, is it a bug?","The sentence """"""Hi, running example word2vecrawtextexample.java, gives dropwizard error: unrecognized field at: template."""""" uses <pattern>VB(gives) the error</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
typescript,Hello! I have a problem with tsify and modules. The repo is here: ... Please help me. Thank you.,"The sentence """"""Hello! I have a problem with tsify and modules."""""" uses <pattern>VB(got) problem with Noun(tsify and modules)</pattern> to indicate the user is encountering an issue with tsify and modules. The answer is YES.",0,0,1
deeplearning4j,is it possible to use MultiDataSetIterator for multiple inputs with MultiDataSet? as RecordReaderMultiDataSetIterator does,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,Hi guys am new to appium and i did all configuration setting and all.... after that the new appium contain server first started...1. Appium server started. 2. then Start New session. 3. mention some desired capabilities & start session then it launch the simulator as i mention in capabilities but after that it doesn't open the application but it install the app but not yet open it .... kindly help me out,"The sentence """"""but after that it doesn't open the application but it install the app but not yet open it"""""" uses <pattern>not VB(open)</pattern> to indicate that the application is installed but not opened. The answer is YES.",0,0,1
deeplearning4j,"I have a JavaRDD with org.nd4j.linalg.dataset.DataSet instances in it. As soon as I print an element from that RDD I get a NullPointerException in org.nd4j.linalg.api.shape.Shape/rank. Any ideas? DOes this has something to do with what kind of nd4j backend I use? raver119: sure, here's my stacktrace","The sentence """"""As soon as I print an element from that RDD I get a NullPointerException in org.nd4j.linalg.api.shape.Shape/rank."""""" uses <pattern>VB(get) a NullPointerException</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
ethereum,"does the chain structure have to be downloaded first before I can see my ethers? im on 90000 now, is it the same number as the blocks? so 4.2 mil now",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"wtf so 2 of my other accounts cannot send messages to gitter anymore, api replies normally but with no 'v'/version in the json reply and the message does not appear on anyone elses screen logged out / in, tested all different browsers and machines this account still works any ideas?","The sentence """"""wtf so 2 of my other accounts cannot send messages to gitter anymore, api replies normally but with no 'v'/version in the json reply and the message does not appear on anyone elses screen logged out / in, tested all different browsers and machines this account still works any ideas?"""""" uses <pattern>cannot VB(send) messages</pattern> and <pattern>message does not VB(appear)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
docker,"specially those for the tray icon and the configuration interface??? hi all, does anyone knows where the sources of the docker-ce for windows are? hi, everyone, this is the link to the forum discussion",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,Has anyone implemented the previosly posted Pything code in deeplearning4j or is willing to implement it in deeplearning4j?I am looking for something to use as a starting point to try and translate Cherokee/English using a small corpus. (Only small corpus is available).The combination of extreme language dissimilarity and small corpus does not work well with SMT.,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Hello, I am having problems making deeplearning4j-nlp:0.4-rc3.9 work with gradle. I keep getting ""Could not find javacpp-presets-Linux-amd64.jar ""","The sentence """"""Hello, I am having problems making deeplearning4j-nlp:0.4-rc3.9 work with gradle. I keep getting ""Could not find javacpp-presets-Linux-amd64.jar"" """""" uses <pattern>VB(got) problem with Noun(deeplearning4j-nlp:0.4-rc3.9)</pattern> and <pattern>VB(keep) getting ""Could not find javacpp-presets-Linux-amd64.jar""</pattern> to indicate issues with making deeplearning4j-nlp:0.4-rc3.9 work with Gradle and encountering a missing jar file error. The answer is YES.",0,0,1
docker,"hey guys, running a docker exec cmd to a remote host and the output just stops showing? The process still seems to be running in the container on the remote host but there's no more stdout displayed on my machine? Is there a timeout or anything of the sort for that, or any reason it would stop?","The sentence """"""running a docker exec cmd to a remote host and the output just stops showing? The process still seems to be running in the container on the remote host but there's no more stdout displayed on my machine?"""""" uses <pattern>VB(stops) showing</pattern> and <pattern>VB(is) no more stdout displayed</pattern> to indicate the output from the docker exec command stops showing and no more stdout is displayed on the user's machine. The answer is YES.",0,0,1
gitter,MadLittleMods: is there a way to install Gitter on our own servers running linux? i cant see any docs for it InternetUnexplorer: i only see Mac Server instructions my server doesnt run docker - (at the moment),No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"Hi guys, do have any idea why theres always an error whenever i try to deposit my edoge token? I paid the 3x already","The sentence """"""Hi guys, do have any idea why theres always an error whenever i try to deposit my edoge token?"""""" uses <pattern>VB(throws) the error</pattern> to indicate an issue with depositing the edoge token. The answer is YES.",0,0,1
ethereum,"Hi to everyone, I can't resieve test ETH, I was try but get nothing","The sentence """"""I can't resieve test ETH, I was try but get nothing"""""" uses <pattern>not VB(receive)</pattern> to indicate ... The answer is YES.",0,0,1
ethereum,I'm facing issue that someone log in to my blockchain wallet to transfer my ETH without my approver. The Transaction have been sent & confirmed. How do I block the transaction & retrieve my ETH ?,"The sentence """"""I'm facing issue that someone log in to my blockchain wallet to transfer my ETH without my approver."""""" uses <pattern>VB(facing) issue</pattern> to indicate unauthorized access to the blockchain wallet. The answer is YES.",0,0,1
deeplearning4j,Is there any example code for training ParagraphVectors with spark I am not able to find any example code for ParagraphVectors with spark is it yet to be developed,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"Anyone know how to fix disk space of a container? And, can we change the FS size when a container is already does ? Thx !",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi; Is anyone here using mongodb/mongoose?I've got a problem with weighted indexes; Yet when performing search with PS. My model: Nevermind, it's early in the morning and I'm storingidentificator testincontent, notidentificator","The sentence """"""I've got a problem with weighted indexes"""""" uses <pattern>VB(got) problem with Noun(weighted indexes)</pattern> to indicate the user is encountering an issue with weighted indexes in their MongoDB/Mongoose setup. The answer is YES.",0,0,1
typescript,"just a quick noob question. How would you compare enums? I was trying to do it like this:x.enumProp == 1, but I'm getting an error that states==can't be used like that.....","The sentence """"""I was trying to do it like this:x.enumProp == 1, but I'm getting an error that states==can't be used like that....."""""" uses <pattern>VB(getting) an error</pattern> to indicate a problem with comparing enums. The answer is YES.",0,0,1
nodejs,"hello! small Question with passport.js this gives an error saving Yep@bweston92, the serialize function is having a problem, I am having trouble understanding the user parameter and the use of the function","The sentence """"""this gives an error saving Yep@bweston92, the serialize function is having a problem"""""" uses <pattern>VB(gives) the error</pattern> and <pattern>VB(is having) a problem</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
typescript,"We found this today in code and for some reason it passes TSC, anyone can explain why this is valid?const foo: | { bar: string } thanks!",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"AlexDBlack: , I just noticed that the DL4j-examples project are not on github anymore for checkout. Is that intended or I missed something recently?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"Hello, I am preparing docker for my project.. I have extended php:7.2.4-fpm-stretch image to install pdo_pgsql, but when i run php script it still tells me i dont have any extension lik PgSQL or PDO_PgSQL. Can anyone help me, please?","The sentence """"""but when i run php script it still tells me i dont have any extension lik PgSQL or PDO_PgSQL."""""" uses <pattern>not VB(have) any extension Noun(PgSQL or PDO_PgSQL)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
ethereum,"Hello, I'm having an issue creating a wallet. It keeps saying ""Etherium node connection error"" I'm using MacOSX","The sentence """"""Hello, I'm having an issue creating a wallet. It keeps saying ""Etherium node connection error"" I'm using MacOSX"""""" uses <pattern>VB(having) an issue</pattern> and <pattern>VB(keeps) saying ""Etherium node connection error""</pattern> to indicate the problem with creating a wallet and the specific error message encountered. The answer is YES.",0,0,1
appium,how can run test code using bat file i follow bellow but not able to execute create a TEXT FILE where xml code paste it save text file .bat file click on that file but not working,"The sentence """"""how can run test code using bat file i follow bellow but not able to execute create a TEXT FILE where xml code paste it save text file .bat file click on that file but not working"""""" uses <pattern>not VB(working)</pattern> to indicate the program's malfunction or undesired behavior. The answer is YES.",0,0,1
appium,import org.openqa.selenium.Keys I am trying to import the above for pycharm but it doesn't recognize it,"The sentence """"""I am trying to import the above for pycharm but it doesn't recognize it"""""" uses <pattern>doesn't VB(recognize) it</pattern> to indicate that the program is not recognizing the import statement. The answer is YES.",0,0,1
