,issue,PS1,y_PS,y''_PS,ACC_AI_PS
ethereum,"I have a question? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? @doktor1897",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hello, i have updated my appium to 1.16.0 . while running test suite, I am getting this error ""[debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. "" does any body knows abt it? Thanks! toien44: hey were you able to fix this issue ? i am getting similar kind of issue","The sentence """""" I am getting this error ""[debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. "" """""" uses <pattern>getting this error</pattern> to indicate that there is something wrong with ""the instrumentation process"". The answer is YES.",0,0,1
docker,"Hey there, can anyone help me with an cron issue. I have a PHP container in which I need to run cron (for wordpress, because the wordpress cron is not running) I created a cron with supervisord and the service is running in the container but the crontab (which is also available in the container) is never starting or running in the dockerfile: cron tab file in the container: and the supervisor d: and the /tmp/test is never created its weird","The sentence """""" but the crontab (which is also available in the container) is never starting or running """""" uses <pattern>is never VBG</pattern> to indicate that there is something wrong with ""crontab"". The answer is YES.",0,0,1
ethereum,"Hello have gotten some issue again, I lost my keystore file, and my private key . All I have it my 24 words seed . Pls can I still log in on my ETH wallet ?","The sentence """""" I lost my keystore file, and my private key """""" uses <pattern>lost my sth</pattern> to indicate that there is something wrong with ""keystore file, and private key"". The answer is YES.",0,0,1
appium,"Hi,I'm using python. Is there a way to copy and paste text and Unicode from appium?send_keys only allows numbers.","The sentence """""" send_keys only allows numbers. """""" uses <pattern>only allows</pattern> to indicate that there is a limitation with ""send_keys"". The answer is YES.",0,0,1
ethereum,Hey guys I have been having trouble with how to set up any software for mining ether can anyone help me ? I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help?,"The sentence """""" I seem to be constantly downloading the wrong software """""" uses <pattern>seem to be VBG the wrong software</pattern> to indicate that there is something wrong with ""downloading the software"". The answer is YES.",0,0,1
docker,hey allo ! anyone know how to target a specific device when running container ? from here it says. what is the device serial? the actual android device serial ? or the usb serial ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"hello guys, haw I can streaming video from my webcam with nodejs",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,hi i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28),"The sentence """""" i am not able to launch appium after upgrade node version 10.0.0. """""" uses <pattern>not able to VB</pattern> to indicate that there is something wrong with ""launch appium after upgrade node version 10.0.0"". The answer is YES.",0,0,1
deeplearning4j,"I have a quick question about the word2vecSentimentRNN example? from my understanding this is a supervised learning approach since the model gets trained initially, is this correct?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Guys, I have a conceptual question in the working of the training. So few days back I asked and was told that if a DataSetIterator iterates over the entire dataset in each .next() then the number of epochs and number of iterations are essentially the same. My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119?Also if I call train with a datasetIterator that has a batch size of imagine total/10 (can provide 10 batches) and have defined number of iterations as 5, the fit() method will iterate 5 times over each batch? so in total of 10 batches * 5 iterations ? or am I all worng",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ?,"The sentence """""" Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ? """""" uses <pattern>Cannot find module</pattern> to indicate that there is an issue with ""appium-gulp-plugins"". The answer is YES.",0,0,1
deeplearning4j,"anyone encounter this error when using deeplearning4j on spark: Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok","The sentence """""" Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok """""" uses <pattern>Exception in thread</pattern> to indicate that there is an error with ""using deeplearning4j on spark"". The answer is YES.",0,0,1
nodejs,"Hey, I am trying to migrate from cjs to es6 I want to convert I was thinking of something like, but SplitBox is const so can't reassign it Please let me know what else can be done.","The sentence """""" but SplitBox is const so can't reassign it """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""reassigning SplitBox"". The answer is YES.",0,0,1
gitter,"Hi gitter folks, are there any plans to do work on the Android client? And if you are, is there a place where one can contribute with issues and feedback",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Hi, is there a way to create private rooms? it's mentioned on the Billing page and I could swear I used them in the past but now just can't find a way to do it. Oh never mind, found the way to do it from theAdd A Roombutton. Wasn't clear to me from the new community creation workflow.","The sentence """""" but now just can't find a way to do it """""" uses <pattern>can't find a way to VB</pattern> to indicate that the user is having trouble in ""creating private rooms"". The answer is YES.",0,0,1
ethereum,AliceTheHive: How can I check if RPC is disabled in geth? How can I even issue a tx from a console? I cannot type anything in the console after typing geth + enter. Is this still an issue: ?,"The sentence """""" I cannot type anything in the console after typing geth + enter """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""typing in the console after typing geth + enter"". The answer is YES.",0,0,1
docker,all: trying to find a simple way to tail or access stdout of a linked container running a simple service from another container (running tests) - I'd rather not modify the container running the service i.e. just use stdout - is there a good way to write stdout to a shared volume??,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"hey gitter support, can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"webstrand: my ts code consumes modules withimport from, but I have some dynamicrequire()calls that need to happen during runtime and can't be compiled away into static ones. will rollup choke on it? I'm using them to have a module/addon/extension system in my app well, thats better asked in a rollup discussion place anyway. you gave me some great pointers guys. thank you :)",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,i want to run serpent contract in geth testnet. how can i go about it?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Good day everyone! Is there a way to order commands in docker-compose? Thank you.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"I need help recovering a wallet. Who can I contact? I have the key, dont remember the pass. Yeah it appears I have forgotten my pre-sale password I just have the json","The sentence """""" Yeah it appears I have forgotten my pre-sale password """""" uses <pattern>have forgotten sth</pattern> to indicate that the user is having trouble with ""pre-sale password"". The answer is YES.",0,0,1
nodejs,hello all anyone who can help me when using webpack with hybride crypto js it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native',"The sentence """""" it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native' """""" uses <pattern>gives me error</pattern> to indicate that there is something wrong with ""keymanager.js Module not found: Error: Can't resolve 'react-native'"". The answer is YES.",0,0,1
gitter,Has anyone else noticed that Alt-clicking timestamps to insert links into the chat input field stops working periodically? Restarting the Gitter client (I'm using the desktop client) fixes the issue. I'll check the Console next time and see if an error is generated when it fails to work correctly.,"The sentence """""" Alt-clicking timestamps to insert links into the chat input field stops working periodically """""" uses <pattern>stops VBG</pattern> to indicate that there is something wrong with ""Alt-clicking timestamps to insert links into the chat input field"". The answer is YES.",0,0,1
docker,"Did someone tryed to debug java container via Windows machine? I`m getting just an error all time and I`ve forwarded 8000 port throught docker-compose trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails","The sentence """""" I`m getting just an error all time """""" uses <pattern>getting just an error</pattern> to indicate that there is something wrong with ""debugging java container via Windows machine"". The answer is YES.",0,0,1
deeplearning4j,"Hello! I have problem using CUDA - it not work. I tries with different ways. Maybe graphic card too old, but it has CUDA... I build examples with maven and here logs and other info: Ok. Thank you. Can you add this info into requirements? I spend much time trying to solve the problem :)","The sentence """""" I have problem using CUDA - it not work. """""" uses <pattern>have problem using sth</pattern> to indicate that there is something wrong with ""CUDA"". The answer is YES.",0,0,1
gitter,"hey guys, I just started using gitter, I logged in with twitter first and downloaded the Mac OS X app, but then I found some rooms that required me to be logged in with github, so I logged out in the browser and logged back in with github, but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too Thanks! I didn't realize there was a menu bar option, I was clicking on my picture on the main app, looking in the menu, and using the command-comma to look for something in the options. Gitter n00b :-)","The sentence """""" but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too """""" uses <pattern>can't find how to VB</pattern> to indicate that there is something wrong with ""logging out of the desktop app or adding a GitHub account to the Twitter login"". The answer is YES.",0,0,1
deeplearning4j,"Question, how can I judge TerminationReason is Error or IterationTerminationCondition or EpochTerminationCondition? When "" Hit epoch termination condition at epoch 29. Details: MaxEpochsTerminationCondition(30)â€œ, if I continue trainer.fit() will it be overfit again? So code will not make thing worse?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"hi, is there any instructions to decide how many layers should I choose? if so may take a lot try and effort",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Guys is there any other place which is safe where I can turn my BTC into ETH? Tried shapeshifting and they just scammed me,"The sentence """""" Tried shapeshifting and they just scammed me """""" uses <pattern>they just scammed me</pattern> to indicate that the user experienced a scam with ""shapeshifting"". The answer is YES.",0,0,1
deeplearning4j,hello im getting exception when trying to use transfer learning api heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);,"The sentence """""" im getting exception when trying to use transfer learning api """""" uses <pattern>getting exception</pattern> to indicate that there is something wrong with ""transfer learning api"". The answer is YES.",0,0,1
gitter,"how do I join a channel from the IRC gateway? the usual IRC syntax #user/project doesn't work, even tho' the one channel I see via the IRC client has that same form mm odd enough I could join this channel from the irc client (where I'm typing this very line), but I cannot do the same with scopatz/xonsh ohhh wait, the github project got renamed, but the title via web interface stayed scopatz/xonsh my bad, sorry for the noise","The sentence """""" the usual IRC syntax #user/project doesn't work """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong with ""the usual IRC syntax #user/project"". The answer is YES.",0,0,1
typescript,"does the dts have ""declare module 'hyperapp'"" in it? right, that declares a global symbol hyperapp that doesnt work when you use it with the ""import from 'hyperapp'"" syntax","The sentence """""" that doesnt work when you use it with the ""import from 'hyperapp'"" syntax """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong with ""the 'import from 'hyperapp'' syntax"". The answer is YES.",0,0,1
deeplearning4j,"If I have to run a spark example on a cluster, does the master node have to have GPU cards or CUDA installed? I assume no but I get an error if I try to run a spark example. ""Caused by: org.nd4j.linalg.factory.Nd4jBackend$NoAvailableBackendException: Please ensure that you have an nd4j backend on your classpath. Please see: "" I built the uber jar using ""mvn clean package -P shade"" from the dl4j-spark-examples dir Is there anything I am missing? I have GPU cards on slave nodes + CUDA installed","The sentence """""" but I get an error if I try to run a spark example """""" uses <pattern>get an error if</pattern> to indicate that there is something wrong when trying to run a spark example. The answer is YES.",0,0,1
appium,"Hi, could someone help me with appium in docker container, I have an issue and don`t know how to solve it.","The sentence """""" I have an issue and don`t know how to solve it. """""" uses <pattern>have an issue</pattern> to indicate that there is something wrong with ""appium in docker container"". The answer is YES.",0,0,1
ethereum,"Installing Ethereum Wallet, last of couple of blocks are not being download for last couple of hours. network is connected and peers are available. if I stop the process and re-run does it start downloading all the blocks again or it will continue from where it was?","The sentence """""" last of couple of blocks are not being download for last couple of hours """""" uses <pattern>not being VB</pattern> to indicate that there is something wrong with ""downloading the last couple of blocks"". The answer is YES.",0,0,1
typescript,"does someone has experience here with typeorm in combination with heroku postgres. I am new to Typescript and tried to setup my first db, bcs i loved jpa when working with java i also wanted to use typeorm here. My problem is that i just didnt understood how it should work. Do you have maybe a code example or a good tutorial how do you connect to the heroku db(should also work from starting the application local)","The sentence """""" My problem is that i just didnt understood how it should work. """""" uses <pattern>problem is that S didn't VB</pattern> to indicate that there is something wrong with ""understanding how it should work"". The answer is YES.",0,0,1
nodejs,ajay7868: any one let me know how to send response 200 when data insertvar error = new Error();error.status = 200;callback(error);return app.models.Subject.create({ ...data });i am sending data like this@usingloop back,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,hey there. Is it possible to immediate pass code from the command line to node? eg from cmd line: ah tnx :),No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"hi , if i want to use SVM classifer as the classifer of the DBN,not BP, what should i do?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"I've trained sparkdl4jmultilayer model with configuration of recurrent neural net for regression task on the training set containing time series data. The model is trained successfully. Now, I am trying to do predictions using it on my prediction set which is a spark dataframe. But how can I input my dataframe to the model ?I've tried iterating through each row of dataframe and converting it to the Vector but to create a Vector from it, I need Array[Double]. As my dataset also has timeseries data, its not allowing that. Is there any solution to this ?","The sentence """""" its not allowing that """""" uses <pattern>not VB-ing</pattern> to indicate that there is something wrong with ""creating a Vector from the dataframe"". The answer is YES.",0,0,1
typescript,Hey! Is it possible to access a property using a string? Something likethis.['string'];,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,hi all.. can somebody please clarify why typecheck doesnt work when key is dynamic? but if I do items.key it all works any ideas?,"The sentence """""" can somebody please clarify why typecheck doesnt work when key is dynamic? """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong with ""typecheck when key is dynamic"". The answer is YES.",0,0,1
gitter,Trying to implement Gitter for my org but email notifications dont seem to work. Any help is appreciated! I am expecting that I get an email notification when someone posts a message directly to me. But it has not worked until now. I went through the doc and made sure I have selected the right notifications. Maybe I am expecting something that is not available. Please let me know if that is the case. MadLittleMods:,"The sentence """""" email notifications dont seem to work """""" uses <pattern>don't seem to VB</pattern> to indicate that there is something wrong with ""email notifications"". The answer is YES.",0,0,1
docker,Hi all I have problem with accessing intranet from container. But have no problems accessing extranet from container. In host machine I can access intranet successfully. Any ideas how to debug & fix this? Any cmd to check this?,"The sentence """""" I have problem with accessing intranet from container. """""" uses <pattern>have problem with VBG</pattern> to indicate that there is something wrong with ""accessing intranet from container"". The answer is YES.",0,0,1
appium,"npatelautomation: Hi, I have upgraded my appium version to 1.10 and scrolling command is not working for me (browser.execute('mobile: scroll', {direction: dir});) Does anyone facing this issue? Kindly please help thanks","The sentence """""" scrolling command is not working for me """""" uses <pattern>sth is not working</pattern> to indicate that there is something wrong with the ""scrolling command"". The answer is YES.",0,0,1
docker,"I have a docker image with ssh server (open ssh). Runs on a non-default port 9911. First login succeeds, but when I try second login with the same user I get ssh_exchange_identification: Connection closed by remote host. I think this issue exists only when ssh runs in docker Maybe somebody know more info about this I have a wp system that has a folder insidewp-content. This folder is a docker volume, which is also mounted in an ssh container, so users can upload stuff with WinSCP I dont want users to access the host machine, they just access the isolated docker container with sftp / ssh","The sentence """""" but when I try second login with the same user I get ssh_exchange_identification: Connection closed by remote host """""" uses <pattern>get sth</pattern> to indicate that there is something wrong with ""second login with the same user"". The answer is YES.",0,0,1
ethereum,"Hi Tehre, I am new at 'Ethereum Wallet'. Yestereday I transfered some Bitcoins to ETH viaShapeShift. OnEtherscan.io, my address has the right amount of ETH. But in my Ethereum Wallet the balance is still 0. The transfer is 9 hours ago. What might be the reasons that my Ethereum Account is still 0? Running on Mac.Thanks","The sentence """""" But in my Ethereum Wallet the balance is still 0. """""" uses <pattern>balance is still 0</pattern> to indicate that there is something wrong with ""Ethereum Wallet balance"". The answer is YES.",0,0,1
docker,"hi, is there a way to block a specific container from sending smtp?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Can someone help me with this really basic code snippet. Ive got a module that checks my email for an OTP code that I need to use to login to a website. It works great, but Im having trouble actually using it in other modules. Its just one function that I want to export. Would so appreciate anyone taking a look thanks guys Its just the one function fetchOTP() that Im looking to expose, should just return this OTPCode = res[0]; (the code as a string)","The sentence """""" but Im having trouble actually using it in other modules """""" uses <pattern>having trouble VBG</pattern> to indicate that there is something wrong with ""using it in other modules"". The answer is YES.",0,0,1
ethereum,"I sent ETH from my coinbase to my GateHub, I haven't recieved it on GateHub, How can I trace that fund? I went to etherscan, it shows my transaction but I can't figure it out where is the fund! Do they have any customer service contact? roninkaizen: I contacted coinbase, they said they can't do anything with the sent fund! I do not know what to do:(","The sentence """""" I haven't recieved it on GateHub """""" uses <pattern>haven't VB</pattern> to indicate that there is something wrong with ""receiving ETH on GateHub"". The answer is YES.",0,0,1
typescript,"Hey, can I do ""inline"" type assertion in higher order function? Like: [code]",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Whats the name part in the vue js file for? export default {name: 'someName', so what does it do? I thought it was related to the component somehow but mine work without it Im in the wrong channel Lmao",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hey, does anyone know what is the right way to deal with relationships in sequelize? I have two models; A category can have many subCategory and a subCategory can only belong to one category. In my category, I used the ""hasMany"" method to associate with the subCategory. Do I need to invoke the ""belongsTo"" method in subCategory to associate to category? Because when I do so, I get 2 foreign keys (I only need one in subCategory)","The sentence """""" Because when I do so, I get 2 foreign keys (I only need one in subCategory) """""" uses <pattern>get 2 foreign keys</pattern> to indicate that there is something wrong with the foreign key association in ""subCategory"". The answer is YES.",0,0,1
nodejs,"anybody there? i am trying to do anpm install -g truffle- a global install, its not happening i am getting permission denied error - I am on a VM and as root","The sentence """""" its not happening i am getting permission denied error """""" uses <pattern>getting error</pattern> to indicate that there is something wrong with ""npm install -g truffle"". The answer is YES.",0,0,1
docker,I have some issues with docker on OSX. all my containers go into timeout state like every 30 mins. so I have to docker-machine restart container. Any idea how to debug whats going wrong with my env? Thx,"The sentence """""" I have some issues with docker on OSX. """""" uses <pattern>VB some issues with sth</pattern> to indicate that there is something wrong with ""docker on OSX"". The answer is YES.",0,0,1
deeplearning4j,"Hello! a brief question on RNN. If I submit the entire timeserie on ComputationGraph.output method, do I get the values for all steps or just the last one? Thank you very much!",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hii.... As a part of my course work, I am trying to run DBN and Convolutional Nets against MNSIT dataset and CIFAR10 dataset (or any other dataset) for image recognition. Can someone suggest me if it is feasible with deeplearning4j ? THANKS !! Thanks@AlexDBlack!!",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Hey guys,I just installed the gitter app for windows, and I think I typed the wrong github credentials password in during the OAuth process. Now, gitter asks for my permission (it does it anyways, despite the fact that my credentials were wrong) and when I click either deny or allow, the gitter window disappears. the process appears to be still running, though. is there a way to completely reset the typed-in credentials ? I tried uninstalling and re-installing it again, but the problem persists.","The sentence """""" the gitter window disappears. the process appears to be still running, though. """""" uses <pattern>sth disappears</pattern> to indicate that there is something wrong with ""the gitter window"". The answer is YES.",0,0,1
deeplearning4j,Does anyone have an example pom file I could use for my own project ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,where can I find information about the new local transform? Everything I see seems to still be using spark,"The sentence """""" where can I find information about the new local transform? """""" uses <pattern>can I find</pattern> to indicate that the user is having trouble finding information. The answer is YES.",1,0,0
typescript,is there a way to write a function like this: [code],No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi, I am facing following issue while running scripts on Android 7 .I am not getting whats issue .It would be grate if anyone helps me","The sentence """""" I am facing following issue while running scripts on Android 7 """""" uses <pattern>facing following issue</pattern> to indicate that there is something wrong with ""running scripts on Android 7"". The answer is YES.",0,0,1
ethereum,Is oraclize not working on Rinkeby?,"The sentence """""" Is oraclize not working on Rinkeby? """""" uses <pattern>not working</pattern> to indicate that there is something wrong with ""oraclize on Rinkeby"". The answer is YES.",1,0,0
gitter,why can't create a community for an org? what does the error icon mean?,"The sentence """""" why can't create a community for an org? """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""creating a community for an org"". The answer is YES.",1,0,0
ethereum,"GUYS can you help me , can't send the ETH from ETHWallet transaction stuck on 0 from 12 confirmations i tried already 15 times and i can't find my transaction on etherscan","The sentence """""" can't send the ETH from ETHWallet transaction stuck on 0 from 12 confirmations i tried already 15 times and i can't find my transaction on etherscan """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""sending the ETH from ETHWallet"". The answer is YES.",0,0,1
appium,aniket-21: i uninstalled the app still getting the same error aniket-21: An unknown server-side error occurred while processing the command. Original error: Error executing adbExec. Original error: exited with code 1'; Stderr: 'Failed to install settings_apk-debug.apk: (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 2.73 seconds aniket-21: please help me,"The sentence """""" i uninstalled the app still getting the same error """""" uses <pattern>still getting the same error</pattern> to indicate that there is something wrong even after uninstalling the app. The answer is YES.",0,0,1
docker,so i need to be able to mount the host machines' git app dir into the 'web' docker compose container. But this git app path differs from developer to developer is there a way to docker-compose up and specify this mount path?,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Do you, guys publish snapshots anywhere? I see. I'm trying to rebuild everything on Mac, but it would not build other platforms. So sbt fails on downloading backends. Oh, let me try","The sentence """""" but it would not build other platforms. So sbt fails on downloading backends. """""" uses <pattern>would not VB</pattern> and <pattern>fails on VBG</pattern> to indicate that there is something wrong with ""building other platforms"" and ""downloading backends"". The answer is YES.",0,0,1
typescript,"Hello guys, good morning :) I want to create tuple type in which last parameter is different than all others... sth like [...string[], () => any]. I can't find any good examples for that, do you have any idea is it possible? I see@sam-s4sasked for the same",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"I'm using feature masking, so it stands to reason that my feature mask should be of shape: examples x timeSteps, aka minibatchSize x timeSteps. Correct?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Hi guys. Any idea why creating the layers takes way too much time? Even the WORKDIR command takes around 60 seconds to finish. Is it because my build context is 282MB?,"The sentence """""" Any idea why creating the layers takes way too much time? """""" uses <pattern>takes way too much time</pattern> to indicate that there is something wrong with ""creating the layers"". The answer is YES.",0,0,1
gitter,"How do you force a refresh of a profile picture on hover? the display and the hover avatar are out of sync MadLittleMods: I did that no luck, Im using github login MadLittleMods: Thanks must be my cache","The sentence """""" the display and the hover avatar are out of sync """""" uses <pattern>are out of sync</pattern> to indicate that there is something wrong with ""the display and the hover avatar"". The answer is YES.",0,0,1
deeplearning4j,Hello! Maybe that's a really quick one: How to compare/assert NDArrays in C and F style with each other? So I want to check arrays (different style) if they contain the same values I have spend considerable time now and don't really get it to work Thanks in advance!,"The sentence """""" I have spend considerable time now and don't really get it to work """""" uses <pattern>don't really get it to VB</pattern> to indicate that the user is having trouble in ""comparing/asserting NDArrays in C and F style"". The answer is YES.",0,0,1
ethereum,"Am I the only one with synching issues here? I've been trying to sync my ether for ages. I've deleted chaindata, I've run the light client. now I'm stuck at block 4772690/4772797 and it's pissing me off since I'm so close. it says I have 0.00 ether, but etherscan. io tells me the right amount","The sentence """""" I've been trying to sync my ether for ages. """""" uses <pattern>trying to VB</pattern> to indicate that the user is having trouble with ""sync my ether"". The answer is YES.",0,0,1
typescript,I guess I get to become a node developer. What software would you recommend I use to build a http server (with websockets)? is expressjs still standard?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi guys, please help me out, I keep getting the error below.... throw err; Error: Cannot find module at Function.Module._resolve","The sentence """""" I keep getting the error below.... throw err; Error: Cannot find module """""" uses <pattern>keep VBG the error</pattern> to indicate that there is something wrong with ""Cannot find module"". The answer is YES.",0,0,1
appium,"iPad (iOS 11.4, Appium 1.8.2-beta): getPageSource() does not return all elements. Same happens with Appium Desktop as well. Now this is just with iPad, iPhone has worked well so far. Anyone any Idea?","The sentence """""" getPageSource() does not return all elements. """""" uses <pattern>does not VB</pattern> to indicate that there is something wrong with ""getPageSource()"". The answer is YES.",0,0,1
docker,How does that work? Overlays? FS changes are not stored?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Hi friends. I download the client version 56Bits of ethereum but this one cant download the blocks and is not syncronized my ethereum cleint with the blockchain, so what can i do? somebody would like to help me please. the version is 64 bits","The sentence """""" but this one cant download the blocks and is not syncronized my ethereum cleint with the blockchain """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""downloading the blocks and synchronizing the Ethereum client with the blockchain"". The answer is YES.",0,0,1
appium,"Hi Guys , I have installed Jdk but I am not able to set env variable , its showing .Permission denied when tried to open bash profile. ANy help on same would be grate?","The sentence """""" its showing .Permission denied when tried to open bash profile. """""" uses <pattern>showing .Permission denied</pattern> to indicate that there is something wrong with ""opening bash profile"". The answer is YES.",0,0,1
gitter,"Hello, Gitter! My name is Ionut (written with an ""i""). I checked the topics and this problem doesn't pertain to any of them. I tried to install the Gitter desktop messenger app. Upon scanning it on virus-total.com it came up with 2 VIRUS warnings. Even if it is a false positive, I'm not inclined to install it. Too bad because I checked the Chrome Task Manager & this webpage takes 158.000 of my RAM. I want to keep it open all the time but can't due to hungry RAM usage. (will leave the window open, however, if someone replies to this issue ? ) in the upper right corner you have this button select Notifications select the last option Mute: notify me .....","The sentence """""" Upon scanning it on virus-total.com it came up with 2 VIRUS warnings. """""" uses <pattern>came up with sth</pattern> to indicate that there is something wrong with ""Gitter desktop messenger app"". The answer is YES.",0,0,1
nodejs,My Delete and Edit routes dont work Cannot PUT /bars/5b6dd68b3856de342012d6b4 Cannot DELETE /bars/5b6dd68b3856de342012d6b4 can some one help me please?,"The sentence """""" My Delete and Edit routes dont work """""" uses <pattern>don't work</pattern> to indicate that there is something wrong with ""Delete and Edit routes"". The answer is YES.",0,0,1
appium,Can anyone tell me whether there are any desired capabilities that could disable the app getting launched as soon as the IOS driver is initialised ??,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,Does UI work so slowly to you too guys? When you use storage,"The sentence """""" Does UI work so slowly to you too guys? """""" uses <pattern>work so slowly</pattern> to indicate that there is something wrong with the ""UI performance"". The answer is YES.",1,0,0
ethereum,Hey. Is it possible to sync blockchain starting from a specified height with thegeth --light? i want to download light blockchain starting from heigh 1.5M and above,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Anyone able to help / point me in the direction for figuring out what I'm doing incorrectly to get mocha to run?? Driving me crazy. I've run through all the tutorials I can handle, and backed out and in and all around but I had it working in the same file folder last night!","The sentence """""" what I'm doing incorrectly to get mocha to run?? """""" uses <pattern>incorrectly to VB</pattern> to indicate that there is something wrong with ""getting mocha to run"". The answer is YES.",0,0,1
deeplearning4j,Hi - Is there a Pearson Correlation version of the Loss Function available in DL4J? if not - anyone has been looking at it in the community? Many Thanks,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"What is the best type to use to describe an Iterator object? Ie the one you get from FormData.entries()? Its not in lib.d.ts, so I can't refer to it there",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"I am a beginner to node.js and need a small help,can anyone pls suggest what can be done to address ""connection refused"" message while running node in debug mode.The message appears when I try to access the node server.js app after attaching debugger","The sentence """""" ""connection refused"" message while running node in debug mode. """""" uses <pattern>message while running</pattern> to indicate that there is an issue with ""connection refused"" while running node in debug mode. The answer is YES.",0,0,1
gitter,"Hi, I can't upload avatar to my community rooms - after uploading avatar url request is time-outed. Any help with this? Thank you","The sentence """""" I can't upload avatar to my community rooms """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""upload avatar"". The answer is YES.",0,0,1
deeplearning4j,"Do I need to specify loss function in the hidden layers for classification? Is XAVIER weight initialization ok for classification? @ me if anyone reply me, thank you",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
